codigo;razao_10mais_40menos_2000;razao_20mais_40menos_2000;indigentes_2000;pobres_2000;idhm_renda_2003;idhm_edu_2003
4399919;;;;;;
4399929;;;;;;
4200051;18,879;13,37;21,036;52,013;0,627;0,871
4200101;62,376;37,994;36,065;58,947;0,686;0,822
4200200;11,153;7,888;10,402;29,143;0,668;0,853
4200309;10,506;7,308;5,081;19,905;0,706;0,878
4200408;25,056;16,35;16,585;39,952;0,709;0,886
4200507;24,196;15,823;17,631;40,962;0,702;0,845
4200556;20,573;14,69;13,329;41,214;0,708;0,903
4200606;6,271;4,742;5,944;19,293;0,671;0,843
4200705;18,75;11,584;9,229;28,409;0,7;0,813
4200754;8,231;6,073;8,708;29,542;0,684;0,908
4200804;10,936;7,974;23,792;50,932;0,611;0,867
4200903;12,171;8,629;18,492;41,215;0,644;0,815
4201000;17,514;12,524;33,466;59,706;0,618;0,825
4201109;19,446;12,589;12,732;35,144;0,673;0,82
4201208;9,116;6,546;4,655;15,192;0,72;0,879
4201257;12,867;8,691;7,177;27,457;0,69;0,831
4201273;11,631;8,508;5,867;24,26;0,732;0,899
4201307;11,971;8,503;12,052;36,059;0,644;0,874
4201406;14,126;9,756;6,973;22,421;0,719;0,894
4201505;13,583;9,28;8,561;26,833;0,7;0,852
4201604;11,267;7,775;7,142;27,639;0,691;0,891
4201653;19,395;13,667;26,308;53,148;0,639;0,821
4201703;8,502;6,14;3,08;13,299;0,72;0,894
4201802;12,863;9,428;11,502;29,947;0,699;0,891
4201901;11,243;7,687;4,058;17,488;0,715;0,87
4201950;15,197;10,944;14,726;32,627;0,706;0,908
4202008;21,568;14,51;4,399;15,669;0,859;0,94
4202057;15,032;10,385;9,135;30,337;0,698;0,9
4202073;17,207;11,698;13,141;36,8;0,676;0,877
4202081;33,524;20,495;38,374;64,933;0,621;0,845
4202099;6,785;5,529;18,956;48,499;0,609;0,845
4202107;17,173;11,953;12,964;34,108;0,709;0,876
4202131;10,234;7,667;29,942;63,669;0,577;0,848
4202156;13,353;9,557;23,874;49,891;0,633;0,869
4202206;6,348;4,803;2,684;15,283;0,696;0,882
4202305;12,321;8,484;5,375;19,479;0,725;0,89
4202404;12,952;8,931;2,93;10,536;0,797;0,945
4202438;13,343;10,469;20,101;56,326;0,621;0,793
4202453;16,618;10,832;7,328;19,082;0,731;0,889
4202503;31,546;18,024;22,968;56,868;0,671;0,843
4202537;16,402;12,119;27,468;52,433;0,64;0,83
4202578;9,345;7,036;20,473;52,513;0,623;0,902
4202602;14,821;9,867;15,355;42,271;0,668;0,811
4202701;8,25;5,833;2,986;18,554;0,695;0,866
4202800;27,524;16,016;3,653;19,137;0,786;0,919
4202859;8,673;6,495;8,419;22,162;0,686;0,868
4202875;15,151;10,786;33,769;62,978;0,602;0,8
4202909;9,83;6,972;1,99;6,942;0,78;0,912
4203006;15,111;10,262;8,567;31,342;0,711;0,882
4203105;18,84;13,094;14,907;35,959;0,715;0,893
4203154;11,054;7,787;35,688;68,236;0,565;0,79
4203204;10,135;7,285;8,314;25,123;0,686;0,841
4203253;15,479;10,083;23,599;55,409;0,638;0,838
4203303;11,046;8,027;9,524;35,503;0,669;0,868
4203402;14,38;10,205;28,346;56,499;0,614;0,769
4203501;24,498;16,927;37,382;59,714;0,633;0,832
4203600;20,543;13,906;16,977;39,76;0,695;0,872
4203709;9,128;6,541;3,645;16,673;0,701;0,834
4203808;23,31;15,239;16,98;41,784;0,697;0,896
4203907;12,571;8,709;10,173;23,897;0,703;0,925
4203956;8,775;6,716;11,084;24,44;0,68;0,911
4204004;17,051;11,876;15,093;38,356;0,708;0,884
4204103;46,043;29,283;24,838;48,202;0,645;0,851
4204152;7,542;5,802;22,125;54,038;0,614;0,85
4204178;20,288;14,842;41,175;68,552;0,56;0,74
4204194;9,061;6,803;8,132;32,975;0,635;0,847
4204202;19,808;13,307;11,389;27,631;0,747;0,943
4204251;7,871;5,856;3,128;13,212;0,718;0,911
4204301;16,684;11,08;7,008;18,463;0,765;0,927
4204350;18,109;12,412;6,354;22,502;0,734;0,888
4204400;15,357;10,222;12,564;33,753;0,69;0,887
4204459;28,775;19,846;21,59;41,092;0,678;0,831
4204509;9,648;6,975;7,354;21,403;0,719;0,898
4204558;14,708;10,229;15,992;38,093;0,663;0,871
4204608;17,096;11,194;4,914;15,89;0,776;0,921
4204707;13,081;8,912;11,469;30,006;0,713;0,897
4204756;14,284;10,008;6,018;25,281;0,706;0,907
4204806;19,087;12,842;20,531;40,079;0,696;0,863
4204905;12,421;8,641;16,057;33,548;0,671;0,894
4205001;25,704;16,704;31,927;57,967;0,65;0,83
4205100;25,218;15,136;10,018;28,768;0,691;0,887
4205159;7,915;5,911;4,009;13,824;0,72;0,879
4205175;49,194;34,295;58,599;76,963;0,554;0,767
4205191;10,52;7,84;15,53;35,302;0,687;0,854
4205209;13,597;9,962;14,45;40,532;0,688;0,876
4205308;22,297;13,971;9,005;28,493;0,734;0,895
4205357;19,817;12,517;25,114;51,796;0,635;0,818
4205407;19,868;14,389;4,846;13,178;0,867;0,96
4205431;58,332;36,125;30,877;48,948;0,686;0,87
4205456;14,857;9,447;5,152;18,176;0,727;0,882
4205506;18,626;12,221;14,076;35,746;0,694;0,9
4205555;15,005;10,172;24,027;54,703;0,633;0,867
4205605;29,055;19,047;26,558;54,217;0,678;0,825
4205704;12,675;8,833;11,629;29,713;0,683;0,839
4205803;18,552;12,159;14,118;38,29;0,687;0,86
4205902;9,672;6,783;2,645;10,908;0,757;0,91
4206009;9,475;7,106;11,038;24,092;0,681;0,86
4206108;20,657;12,407;4,238;18,476;0,754;0,89
4206207;8,961;6,516;7,653;23,479;0,684;0,877
4206306;8,336;6,14;2,508;9,817;0,741;0,897
4206405;11,183;8,006;12,55;30,486;0,667;0,888
4206504;10,214;7,108;3,734;16,266;0,722;0,906
4206603;40,093;23,075;19,434;41,817;0,711;0,87
4206652;12,289;9,242;33,689;58,293;0,604;0,851
4206702;13,548;9,621;13,561;29,929;0,697;0,909
4206751;17,55;12,753;10,727;37,916;0,691;0,881
4206801;9,779;7,655;7,842;33,327;0,696;0,899
4206900;11,173;7,61;6,636;17,245;0,727;0,9
4207007;8,884;6,492;7,103;21,795;0,68;0,887
4207106;8,413;6,069;5,127;18,684;0,696;0,873
4207205;21,109;13,247;25,892;50,816;0,647;0,806
4207304;11,537;8,497;12,68;30,438;0,693;0,894
4207403;9,266;6,722;5,309;20,791;0,697;0,846
4207502;10,563;7,233;2,974;8,961;0,747;0,921
4207577;11,553;8,508;5,922;21,907;0,75;0,941
4207601;10,44;7,516;7,214;27,363;0,699;0,908
4207650;12,554;8,99;16,603;38,31;0,655;0,922
4207684;20,934;14,773;43,954;66,476;0,605;0,812
4207700;16,565;11,286;13,177;33,285;0,704;0,885
4207759;9,044;7,046;13,833;33,479;0,662;0,877
4207809;25,595;16,066;13,22;40,777;0,706;0,894
4207858;48,22;32,327;19,864;44,426;0,628;0,836
4207908;17,974;12,17;19,374;46,04;0,662;0,861
4208005;17,043;11,89;7,865;25,724;0,737;0,884
4208104;11,847;8,523;25,775;53,388;0,617;0,867
4208203;16,537;11,309;5,47;19,521;0,767;0,906
4208302;33,251;19,456;4,488;19,615;0,806;0,906
4208401;26,571;16,339;17,495;37,674;0,711;0,938
4208450;31,427;19,413;15,019;33,653;0,728;0,887
4208500;10,886;7,99;9,158;22,583;0,714;0,897
4208609;10,855;7,726;6,401;28,374;0,692;0,871
4208708;11,448;8,323;16,432;41,902;0,649;0,854
4208807;14,294;9,281;8,425;28,161;0,706;0,868
4208906;11,14;7,777;1,858;7,629;0,779;0,952
4208955;12,773;9,574;23,115;46,932;0,623;0,89
4209003;19,478;13,699;6,763;18,924;0,793;0,949
4209102;15,875;10,819;6,395;16,577;0,776;0,936
4209151;25,783;17,396;24,013;42,56;0,67;0,846
4209177;61,342;40,47;37,482;55,036;0,662;0,824
4209201;16,045;11,676;3,203;18,159;0,796;0,909
4209300;23,487;15,227;12,657;31,679;0,744;0,914
4209409;15,618;10,892;15,402;37,87;0,693;0,882
4209458;8,962;7,622;7,749;30,878;0,726;0,885
4209508;13,384;8,856;4,684;15,315;0,738;0,887
4209607;10,165;7,138;6,268;21,857;0,681;0,897
4209706;17,621;11,953;32,838;63,177;0,613;0,809
4209805;12,343;8,747;10,564;33,683;0,661;0,811
4209854;29,536;18,551;8,109;26,571;0,767;0,896
4209904;10,383;7,263;8,688;23,439;0,686;0,848
4210001;27,073;16,227;1,845;10,66;0,813;0,884
4210035;12,873;8,773;4,228;16,906;0,742;0,943
4210050;80,406;51,878;25,18;40,949;0,697;0,835
4210100;12,863;9,259;12,414;31,261;0,693;0,892
4210209;8,461;5,957;5,471;22,143;0,696;0,85
4210308;41,713;24,932;34,96;59,631;0,646;0,85
4210407;30,693;17,607;9,109;25,1;0,742;0,868
4210506;14,067;9,735;9,926;24,552;0,722;0,933
4210555;13,073;9,735;10,154;32,289;0,714;0,844
4210605;7,694;5,651;2,805;14,421;0,735;0,89
4210704;21,932;13,66;26,168;57,321;0,617;0,827
4210803;29,139;17,225;10,744;27,567;0,759;0,872
4210852;26,447;15,674;12,504;31,523;0,718;0,855
4210902;15,601;10,42;16,535;36,193;0,681;0,912
4211009;14,721;10,386;16,634;37,314;0,675;0,928
4211058;13,19;9,187;19,844;49,38;0,618;0,815
4211108;20,327;13,507;27,463;54,849;0,631;0,818
4211207;11,091;7,379;2,056;14,447;0,716;0,865
4211256;7,467;5,888;11,955;31,096;0,665;0,849
4211306;11,74;8,441;10,098;27,822;0,685;0,862
4211405;15,401;11,283;10,711;26,697;0,735;0,898
4211454;29,85;20,472;22,248;46,472;0,681;0,849
4211504;8,828;6,275;5,645;16,517;0,716;0,877
4211603;10,438;7,183;2,78;12,406;0,736;0,891
4211652;15,294;11,119;15,075;41,144;0,675;0,863
4211702;11,589;8,07;6,731;18,674;0,717;0,888
4211751;12,327;8,8;9,141;24,752;0,703;0,882
4211801;13,041;9,119;5,981;18,355;0,75;0,923
4211850;29,957;18,252;16,165;42,652;0,68;0,867
4211876;11,417;9,403;19,655;46,767;0,658;0,862
4211892;17,733;12,237;16,125;42,927;0,659;0,819
4211900;11,953;8,262;7,495;17,619;0,725;0,894
4212007;24,791;16,929;27,706;54,061;0,648;0,855
4212056;16,832;11,908;18,811;48,847;0,653;0,813
4212106;17,642;11,581;10,591;28,649;0,727;0,867
4212205;13,071;9,293;24,267;52,413;0,625;0,847
4212239;14,862;9,93;19,845;47,606;0,642;0,847
4212254;14,6;9,945;11,629;33,03;0,673;0,877
4212270;21,838;14,587;33,094;61,088;0,619;0,817
4212304;8,354;6,111;13,702;27,803;0,644;0,803
4212403;9,938;6,953;8,321;24,263;0,689;0,873
4212502;10,463;7,779;8,857;25,219;0,703;0,861
4212601;9,513;6,94;6,038;23,228;0,696;0,935
4212650;;;;;;
4212700;15,709;10,633;13,561;34,791;0,679;0,864
4212809;20,561;13,436;11,763;28,798;0,737;0,887
4212908;16,116;10,884;11,827;28,082;0,708;0,914
4213005;8,792;6,831;10,496;29,763;0,697;0,94
4213104;13,222;9,715;12,432;28,273;0,716;0,909
4213153;15,835;10,59;13,031;28,746;0,7;0,872
4213203;11,054;7,427;2,142;9,975;0,768;0,952
4213302;23,465;15,258;27,522;57,758;0,641;0,81
4213351;10,422;7,621;21,541;50,967;0,654;0,835
4213401;24,22;15,218;22,057;49,994;0,668;0,864
4213500;14,682;9,975;8,985;22,155;0,734;0,859
4213609;17,819;12,026;11,871;34,701;0,723;0,916
4213708;13,025;9,012;11,321;33,091;0,683;0,851
4213807;15,221;10,433;15,807;40,145;0,673;0,85
4213906;12,938;9,377;5,981;22,2;0,736;0,905
4214003;9,65;6,76;4,235;11,488;0,727;0,899
4214102;8,302;6,463;15,54;37,632;0,645;0,84
4214151;17,255;11,895;19,661;48,543;0,646;0,845
4214201;26,643;17,837;24,102;44,373;0,702;0,874
4214300;12,142;8,183;10,642;33,03;0,678;0,822
4214409;11,127;7,826;9,77;34,275;0,684;0,888
4214508;14,414;10,028;13,028;32,96;0,677;0,863
4214607;9,002;6,609;4,462;18,025;0,713;0,88
4214706;10,605;7,501;7,927;24,575;0,709;0,896
4214805;13,574;9,239;4,55;13,534;0,769;0,915
4214904;8,728;6,458;4,22;17,871;0,713;0,918
4215000;12,294;8,443;9,771;28,541;0,69;0,898
4215059;60,429;34,572;28,279;58,497;0,644;0,805
4215075;14,092;9,051;13,203;35,931;0,664;0,849
4215109;7,289;5,333;1,931;12,085;0,727;0,903
4215208;11,967;8,786;29,703;55,456;0,612;0,87
4215307;13,671;9,061;9,298;27,057;0,683;0,881
4215356;27,76;21,184;35,466;58,309;0,639;0,81
4215406;17,143;11,111;8,857;27,048;0,722;0,889
4215455;18,64;11,107;4,371;20,263;0,721;0,826
4215505;14,805;9,881;17,208;46,745;0,644;0,829
4215554;12,995;9,074;11,86;38,063;0,661;0,871
4215604;22,403;14,596;9,461;26,479;0,666;0,885
4215653;10,232;7,505;12,19;34,135;0,661;0,859
4215679;27,378;16,248;30,483;62,673;0,617;0,837
4215687;15,258;12,36;25,57;52,06;0,633;0,826
4215695;29,678;20,766;25,388;49,213;0,635;0,85
4215703;10,202;7,301;5,753;16,408;0,718;0,978
4215752;27,15;18,528;29,722;54,805;0,645;0,849
4215802;12,276;8,396;4,994;17,365;0,738;0,929
4215901;8,892;6,307;10,579;32,696;0,654;0,864
4216008;28,036;17,369;8,704;27,852;0,769;0,9
4216057;11,524;8,212;16,437;46,072;0,626;0,843
4216107;30,088;19,512;18,952;41,736;0,729;0,862
4216206;22,517;14,571;12,414;27,896;0,743;0,907
4216255;9,939;7,31;11,804;32,188;0,661;0,949
4216305;8,518;6,193;5,151;14,444;0,725;0,887
4216354;15,621;10,515;10,03;33,481;0,694;0,859
4216404;11,71;8,047;12,156;36,226;0,658;0,849
4216503;18,42;12,106;15,445;41,536;0,681;0,86
4216602;11,893;8,72;3,692;12,05;0,784;0,925
4216701;17,424;11,623;16,351;35,854;0,691;0,873
4216800;25,094;16,016;33,865;61,582;0,615;0,802
4216909;16,165;11,081;15,977;33,868;0,71;0,882
4217006;15,506;9,767;4,251;15,422;0,741;0,898
4217105;42,431;23,781;9,587;29,425;0,736;0,879
4217154;18,079;12,019;26,588;56,263;0,621;0,855
4217204;12,884;9,068;7,938;21,975;0,727;0,908
4217253;6,602;5,233;12,454;27,672;0,666;0,88
4217303;12,951;8,862;10,405;28,113;0,685;0,93
4217402;16,961;10,272;3,427;13,71;0,757;0,919
4217501;12,643;8,895;7,59;22,795;0,729;0,912
4217550;8,263;5,96;7,928;29,352;0,679;0,895
4217600;11,387;8,014;3,858;14,236;0,736;0,902
4217709;16,514;10,457;11,098;30,182;0,707;0,876
4217758;13,54;9,349;24,664;51,153;0,627;0,856
4217808;16,266;10,803;7,084;26,309;0,719;0,894
4217907;17,167;11,319;10,702;27,669;0,714;0,903
4217956;8,117;6,943;28,484;56,788;0,6;0,849
4218004;27,054;16,198;8,367;22,304;0,769;0,892
4218103;14,569;9,998;9,499;29,372;0,708;0,844
4218202;9,899;6,977;2,663;10,44;0,771;0,953
4218251;21,251;14,728;37,957;64,557;0,572;0,787
4218301;24,486;15,899;26,671;51,804;0,662;0,882
4218350;4,561;3,792;3,695;15,769;0,705;0,9
4218400;12,051;8,161;4,34;20,954;0,714;0,855
4218509;18,053;12,801;14,354;33,705;0,727;0,899
4218608;12,159;8,401;7,483;21,787;0,711;0,892
4218707;13,363;9,299;3,575;12,48;0,766;0,924
4218756;11,406;8,183;11,095;32,393;0,662;0,926
4218806;13,182;9,462;5,52;18,455;0,753;0,889
4218855;16,815;11,987;10,718;33,002;0,703;0,861
4218905;19,328;12,749;22,043;49,28;0,673;0,856
4218954;27,868;17,341;14,075;41,553;0,681;0,849
4219002;10,859;7,856;2,263;16,144;0,747;0,921
4219101;14,926;10,821;12,135;34,006;0,72;0,864
4219150;18,792;12,522;17,052;48,842;0,651;0,831
4219176;13,533;9,391;15,01;39,524;0,667;0,908
4219200;10,294;7,647;8,556;28,903;0,668;0,854
4219309;13,941;9,546;5,682;20,709;0,742;0,945
4219358;19,316;12,699;13,764;37,453;0,676;0,839
4219408;20,056;12,784;12,086;36,023;0,674;0,881
4219507;17,274;11,706;13,623;31,057;0,717;0,918
4219606;10,514;7,467;12,952;32,822;0,65;0,872
4219705;19,753;13,114;7,207;26,693;0,731;0,883
4219853;6,5;5,269;9,51;30,186;0,667;0,905
4220000;;;;;;
4299919;;;;;;
2800100;30,441;20,038;54,132;79,144;0,51;0,727
2800209;17,126;11,666;52,155;81,827;0,523;0,684
2800308;32,673;22,017;20,247;41,98;0,752;0,901
2800407;16,497;10,606;46,522;78,997;0,538;0,734
2800506;12,568;8,94;41,425;76,208;0,522;0,691
2800605;20,254;14,127;37,19;62,759;0,578;0,818
2800670;20,41;13,733;51,42;79,975;0,533;0,747
2800704;19,668;13,951;67,333;88,25;0,456;0,667
2801009;20,147;13,723;44,539;71,627;0,556;0,682
2801108;14,768;10,165;65,149;86,843;0,475;0,695
2801207;47,164;30,169;55,745;79,285;0,527;0,628
2801306;20,944;14,655;57,045;82,392;0,501;0,716
2801405;11,784;8,528;46,71;78,547;0,524;0,634
2801504;19,098;12,467;38,511;70,731;0,561;0,8
2801603;12,792;9,442;39,91;67,32;0,551;0,779
2801702;23,403;14,724;57,761;83,449;0,517;0,63
2801900;10,736;8,256;55,928;83,505;0,496;0,755
2802007;8,87;6,492;47,51;80,177;0,508;0,795
2802106;22,352;14,304;39,939;71,068;0,577;0,795
2802205;12,855;9,69;58,251;84,67;0,48;0,698
2802304;30,875;19,225;49,272;77,209;0,572;0,686
2802403;31,987;22,033;66,148;85,766;0,476;0,653
2802502;17,549;12,568;44,804;73,484;0,53;0,789
2802601;14,049;9,825;54,98;82,024;0,505;0,709
2802700;31,753;21,57;65,12;86,23;0,479;0,723
2802809;19,665;12,96;63,041;86,714;0,476;0,696
2802908;15,407;10,332;28,971;59,839;0,591;0,728
2803005;16,222;10,93;51,934;79,381;0,518;0,661
2803104;24,456;16,502;59,172;83,477;0,513;0,672
2803203;14,457;10,311;48,94;79,457;0,515;0,715
2803302;16,915;11,657;46,94;74,94;0,537;0,771
2803401;11,839;8,775;53,945;82,733;0,49;0,677
2803500;18,792;12,525;46,281;73,744;0,557;0,702
2803609;15,335;10,922;45,96;75,401;0,519;0,778
2803708;13,725;9,962;48,768;80,883;0,519;0,723
2803807;17,673;12,717;58,628;83,109;0,506;0,725
2803906;14,129;10,07;48,03;76,343;0,532;0,723
2804003;13,756;9,889;41,989;70,907;0,532;0,794
2804102;19,957;14,305;51,346;76,372;0,525;0,707
2804201;20,104;13,727;55,294;80,148;0,49;0,663
2804300;17,302;11,595;57,221;84,964;0,503;0,753
2804409;28,958;19,376;56,331;80,792;0,534;0,717
2804458;20,821;15,879;56,701;81,73;0,49;0,619
2804508;42,242;26,505;53,562;76,234;0,557;0,715
2804607;23,381;15,574;54,858;80,721;0,533;0,719
2804706;14,499;10,357;55,711;84,531;0,495;0,702
2804805;12,933;9,424;28,309;56,329;0,563;0,831
2804904;74,824;52,379;75,712;92,087;0,438;0,667
2805000;11,31;8,533;48,812;75,456;0,537;0,695
2805109;24,645;15,543;57,062;82,782;0,517;0,723
2805208;16,349;11,334;47,281;79,119;0,521;0,656
2805307;28,327;17,477;45,915;75,746;0,554;0,755
2805406;540,81;381,492;74,134;90,836;0,415;0,626
2805505;21,422;15,052;58,467;80,047;0,511;0,707
2805604;22,693;15,765;65,617;86,194;0,455;0,682
2805703;23,584;15,758;35,222;63,998;0,594;0,758
2805802;12,419;9,231;61,06;85,511;0,468;0,637
2805901;15,722;11,164;45,94;76,321;0,521;0,798
2806008;20,031;13,322;47,241;74,55;0,564;0,734
2806107;16,202;10,92;41,187;72,019;0,559;0,829
2806206;19,513;13,384;56,78;82,565;0,518;0,72
2806305;14,444;9,937;68,343;91,228;0,448;0,626
2806404;15,607;11,624;55,968;84,437;0,482;0,703
2806503;12,309;9,01;53,017;83,309;0,493;0,73
2806602;19,139;13,146;51,686;76,197;0,521;0,775
2806701;17,208;12,017;33,816;60,887;0,583;0,823
2806800;9,182;7,031;45,152;77,804;0,507;0,675
2806909;10,948;8,246;48,255;76,283;0,534;0,708
2807006;19,882;13,798;64,922;86,094;0,483;0,683
2807105;14,98;10,738;51,178;79,184;0,517;0,683
2807204;19,411;13,755;53,025;77,808;0,52;0,754
2807303;23,804;15,568;52,965;80,788;0,512;0,709
2807402;22,916;15,336;50,176;73,907;0,543;0,673
2807501;15,148;10,53;67,684;89,486;0,453;0,66
2807600;13,295;9,379;44,785;77,186;0,523;0,689
3500105;15,626;10,629;6,88;19,74;0,753;0,903
3500204;6,918;5,295;5,558;21,549;0,686;0,837
3500303;16,853;10,953;4,975;26,691;0,729;0,853
3500402;16,076;10,957;7,317;25,646;0,745;0,884
3500501;15,935;10,438;9,694;17,45;0,774;0,836
3500550;15,069;10,332;11,916;28,416;0,726;0,906
3500600;23,909;17,591;4,241;10,109;0,918;0,933
3500709;16,328;10,977;15,462;33,173;0,705;0,889
3500758;12,877;8,639;9,853;34,822;0,666;0,849
3500808;13,921;9,538;16,044;39,041;0,686;0,858
3500907;13,157;8,765;7,668;30,111;0,677;0,811
3501004;25,363;15,172;6,014;26,281;0,767;0,867
3501103;12,093;8,259;7,711;34,033;0,673;0,848
3501152;9,915;7,489;10,483;22,595;0,724;0,903
3501202;14,988;9,888;7,566;32,363;0,695;0,837
3501301;16,177;10,66;10,886;32,575;0,699;0,855
3501400;6,688;5,308;8,042;34,478;0,637;0,806
3501509;11,237;7,949;8,741;39,913;0,649;0,824
3501608;12,415;8,722;3,342;9,321;0,801;0,928
3501707;11,827;8,321;10,155;25,552;0,689;0,872
3501806;11,402;7,998;4,462;28,495;0,696;0,846
3501905;15,275;10,347;3,689;16,125;0,791;0,881
3502002;13,57;9,446;4,417;23,46;0,721;0,886
3502101;20,986;13,767;10,537;25,288;0,754;0,876
3502200;17,153;11,516;10,824;36,37;0,695;0,85
3502309;18,964;12,628;8,655;38,418;0,686;0,841
3502408;10,559;7,616;18,406;45,588;0,643;0,829
3502507;16,744;11,481;8,651;25,491;0,735;0,893
3502606;15,967;10,178;8,327;38,12;0,68;0,811
3502705;29,659;20,282;37,617;60,345;0,631;0,845
3502754;14,931;9,772;8,554;26,31;0,708;0,868
3502804;25,91;16,204;5,845;18,243;0,811;0,909
3502903;13,316;9,241;3,695;21,989;0,729;0,859
3503000;11,782;8,057;8,107;29,74;0,7;0,861
3503109;9,514;6,805;9,246;34,927;0,652;0,833
3503158;9,838;6,981;24,983;60,925;0,628;0,845
3503208;15,328;10,836;6,986;17,545;0,79;0,915
3503307;12,456;8,778;5,022;13,861;0,763;0,894
3503356;7,664;5,65;14,231;44,053;0,616;0,793
3503406;14,131;9,751;9,771;27,898;0,71;0,855
3503505;29,301;17,817;25,589;60,519;0,652;0,84
3503604;10,089;6,944;6,555;28,298;0,66;0,83
3503703;6,98;5,203;6,703;21,162;0,678;0,843
3503802;13,043;9,604;8,388;21,595;0,734;0,853
3503901;20,738;13,93;11,407;26,659;0,745;0,893
3503950;11,234;7,724;12,984;46,801;0,651;0,815
3504008;17,162;11,643;5,521;18,747;0,773;0,905
3504107;19,175;12,981;4,38;17,359;0,791;0,866
3504206;23,107;13,837;7,368;29,162;0,734;0,842
3504305;11,73;8,353;12,326;34,744;0,669;0,836
3504404;15,334;10,106;9,299;35,267;0,672;0,866
3504503;19,633;13,367;9,362;27,136;0,761;0,872
3504602;10,406;7,561;4,546;13,121;0,732;0,895
3504701;10,352;7,177;10,941;35,403;0,666;0,854
3504800;24,708;14,88;4,875;17,085;0,765;0,862
3504909;21,112;13,62;9,325;44,358;0,703;0,87
3505005;17,091;10,841;25,901;55,851;0,634;0,812
3505104;12,254;8,485;8,914;38,748;0,66;0,861
3505203;12,825;8,819;2,77;17,318;0,744;0,851
3505302;12,767;8,928;3,766;12,214;0,76;0,889
3505351;26,892;18,783;53,991;76,088;0,555;0,784
3505401;52,133;35,756;46,743;72,838;0,563;0,755
3505500;18,688;12,214;4,996;19,539;0,772;0,9
3505609;10,699;7,609;11,859;28,507;0,67;0,85
3505708;36,582;21,449;10,911;24,557;0,808;0,899
3505807;12,529;8,681;11,247;25,469;0,693;0,859
3505906;14,198;9,702;4,745;16,434;0,757;0,899
3506003;20,736;13,836;6,978;16,989;0,81;0,908
3506102;17,994;12,01;9,112;24,826;0,746;0,887
3506201;7,045;5,223;6,869;26,896;0,683;0,862
3506300;14,901;10,23;5,239;32,399;0,711;0,86
3506359;14,781;10,207;7,499;18,204;0,744;0,882
3506409;11,871;8,451;7,531;21,59;0,729;0,866
3506508;13,405;8,745;3,136;14,604;0,761;0,893
3506607;15,513;10,743;18,605;37,655;0,688;0,824
3506706;20,302;12,712;11,676;36,679;0,688;0,822
3506805;9,716;6,982;1,639;14,979;0,731;0,837
3506904;23,94;14,592;9,909;34,652;0,707;0,836
3507001;14,061;9,825;6,331;19,381;0,741;0,879
3507100;12,502;8,618;6,675;21,605;0,719;0,859
3507159;25,206;15,891;30,58;61,344;0,603;0,805
3507209;6,701;5,049;9,998;37,218;0,686;0,845
3507308;11,715;8,078;3,34;18,058;0,696;0,841
3507407;13,807;9,035;7,529;25,057;0,704;0,841
3507456;5,021;4,213;9,636;30,867;0,664;0,812
3507506;16,843;11,917;8,757;22,253;0,783;0,909
3507605;16,673;11,593;6,545;19,759;0,772;0,887
3507704;10,798;7,775;4,854;23,263;0,697;0,859
3507753;12,503;8,521;12,794;34,594;0,656;0,822
3507803;8,38;6,282;5,271;17,499;0,734;0,872
3507902;16,769;10,987;7,851;21,39;0,747;0,861
3508009;15,295;10,452;18,651;48,01;0,636;0,797
3508108;14,226;9,863;13,406;28,231;0,719;0,851
3508207;7,494;5,732;8,687;30,14;0,696;0,862
3508306;9,109;6,501;10,522;34,932;0,655;0,834
3508405;10,606;7,677;6,694;19,3;0,709;0,845
3508504;15,971;11,208;9,871;22,677;0,757;0,915
3508603;17,457;12,314;16,8;35,58;0,711;0,886
3508702;20,902;13,446;12,907;41,854;0,694;0,853
3508801;17,743;11,928;6,474;31,008;0,732;0,851
3508900;8,207;5,87;11,874;35,112;0,646;0,839
3509007;14,37;10,369;10,261;22,952;0,736;0,917
3509106;12,739;9,146;21,457;51,839;0,628;0,829
3509205;20,383;13,435;13,448;29,174;0,724;0,897
3509254;18,946;13,227;25,571;52,121;0,631;0,807
3509304;15,186;10,264;12,681;33,512;0,674;0,862
3509403;14,561;10,05;4,674;25,828;0,714;0,862
3509452;12,084;8,473;13,261;39,934;0,66;0,839
3509502;21,776;15,075;7,828;17,274;0,845;0,925
3509601;15,506;10,89;13,572;24,954;0,738;0,898
3509700;16,825;11,018;6,13;18,12;0,763;0,851
3509809;17,278;11,019;16,323;41,977;0,662;0,817
3509908;21,174;14,225;19,454;43,295;0,68;0,83
3509957;8,498;6,18;14,177;42,233;0,64;0,857
3510005;15,721;10,601;11,758;32,797;0,701;0,867
3510104;9,764;6,744;6,103;24,288;0,694;0,862
3510153;7,089;5,313;7,941;37,521;0,637;0,815
3510203;23,598;15,773;31,985;58,088;0,644;0,83
3510302;12,387;8,51;11,414;39,348;0,654;0,853
3510401;12,663;8,963;6,326;18,548;0,736;0,86
3510500;18,206;12,52;12,356;26,181;0,739;0,883
3510609;11,721;8,536;11,301;24,403;0,711;0,897
3510708;17,748;12,087;17,497;40,585;0,692;0,857
3510807;16,923;11,614;6,637;23,817;0,748;0,875
3510906;16,318;10,721;6,865;34,21;0,689;0,869
3511003;17,889;11,904;18,29;41,298;0,648;0,844
3511102;15,32;10,446;6,398;16,061;0,767;0,891
