codigo;razao_10mais_40menos_2000;razao_20mais_40menos_2000;indigentes_2000;pobres_2000;idhm_renda_2003;idhm_edu_2003
3123304;23,663;15,208;34,771;70,539;0,594;0,769
3123403;6,664;5,264;8,931;32,156;0,659;0,818
3123502;9,702;6,99;7,835;33,289;0,69;0,834
3123528;15,919;10,558;24,571;56,725;0,628;0,73
3123601;15,465;10,074;6,818;24,619;0,709;0,8
3123700;18,492;12,259;37,199;67,242;0,594;0,714
3123809;9,768;7,211;40,948;72,437;0,538;0,743
3123858;11,055;8,413;34,238;63,759;0,586;0,779
3123908;18,854;12,515;26,314;53,606;0,642;0,83
3124005;41,962;25,706;42,146;68,516;0,629;0,748
3124104;21,611;13,29;23,344;51,585;0,644;0,834
3124203;11,76;8,26;13,367;38,752;0,639;0,738
3124302;26,042;17,207;49,443;75,887;0,554;0,719
3124401;9,038;6,483;11,069;37,089;0,66;0,79
3124500;14,708;9,872;10,288;31,859;0,687;0,779
3124609;31,549;17,781;20,648;55,256;0,659;0,799
3124708;13,911;8,671;8,307;41,499;0,669;0,797
3124807;11,496;8,092;14,275;40,331;0,633;0,808
3124906;26,37;17,078;25,986;50,869;0,662;0,793
3125002;8,739;6,517;14,296;45,766;0,628;0,831
3125101;12,177;8,61;6,221;24,559;0,712;0,888
3125200;20,562;12,396;6,838;31,034;0,702;0,84
3125309;15,27;10,153;20,111;53,947;0,646;0,778
3125408;26,48;20,098;56,317;80,828;0,504;0,771
3125507;27,891;18,778;42,492;72,19;0,571;0,761
3125606;17,584;11,722;51,28;82,678;0,542;0,68
3125705;17,532;11,649;28,633;62,516;0,609;0,823
3125804;17,754;13,387;37,305;70,295;0,574;0,746
3125903;17,149;11,511;43,041;75,504;0,559;0,736
3125952;17,448;11,371;28,686;63,89;0,593;0,704
3126000;12,54;9,016;13,603;40,875;0,678;0,876
3126109;14,753;9,835;10,343;32,934;0,698;0,855
3126208;72,761;42,549;49,257;72,78;0,61;0,758
3126307;9,088;6,551;10,212;35,719;0,65;0,827
3126406;14,255;8,852;17,615;52,331;0,63;0,837
3126505;14,254;10,246;45,078;74,503;0,519;0,691
3126604;25,667;15,265;50,688;82,857;0,549;0,758
3126703;15,89;10,793;45,955;76,839;0,545;0,709
3126752;11,409;8,099;62,496;89,915;0,485;0,666
3126802;15,319;10,553;59,048;84,867;0,512;0,687
3126901;18,266;11,787;33,779;63,278;0,609;0,785
3126950;16,241;11,892;56,255;82,398;0,497;0,711
3127008;12,494;9,065;10,04;28,675;0,703;0,863
3127057;16,282;11,292;69,652;88,005;0,484;0,619
3127073;65,495;46,09;69,43;88,644;0,444;0,613
3127107;18,207;12,027;9,427;29,977;0,725;0,854
3127206;22,874;14,446;29,407;60,915;0,621;0,82
3127305;16,087;10,789;33,752;65,489;0,612;0,738
3127339;14,371;10,559;62,476;86,915;0,473;0,694
3127354;12,287;10,032;50,876;76,958;0,548;0,809
3127370;10,425;7,976;31,883;72,937;0,591;0,731
3127388;12,877;9,194;19,579;53,486;0,656;0,844
3127404;14,291;9,425;15,128;41,095;0,657;0,807
3127503;20,213;15,022;52,503;78,288;0,508;0,734
3127602;20,022;12,95;31,149;64,175;0,604;0,838
3127701;26,494;17,211;17,927;39,327;0,73;0,867
3127800;25,507;17,021;56,471;79,711;0,539;0,731
3127909;12,265;9,181;13,363;42,317;0,656;0,866
3128006;20,375;13,73;30,816;60,894;0,628;0,815
3128105;14,262;9,366;13,019;39,23;0,649;0,82
3128204;32,825;20,097;50,951;80,181;0,566;0,742
3128253;22,006;15,937;41,986;74,373;0,543;0,783
3128303;14,872;9,548;7,282;32,304;0,706;0,818
3128402;14,478;10,064;20,427;55,038;0,649;0,821
3128501;17,401;11,882;16,453;44,075;0,666;0,823
3128600;14,592;9,765;12,001;36,158;0,677;0,819
3128709;15,931;10,876;8,032;30,48;0,725;0,852
3128808;19,933;12,686;19,196;50,746;0,659;0,79
3128907;12,866;8,323;8,912;34,815;0,684;0,833
3129004;12,837;8,904;28,592;64,052;0,602;0,794
3129103;23,147;14,525;15,09;48,466;0,676;0,811
3129202;23,638;14,165;18,365;47,097;0,655;0,779
3129301;14,071;9,539;31,805;65,59;0,586;0,753
3129400;18,191;11,922;38,691;70,535;0,591;0,778
3129509;12,775;8,819;7,074;27,836;0,767;0,833
3129608;13,857;9,578;48,364;80,715;0,523;0,757
3129657;205,13;144,615;73,482;90,254;0,462;0,686
3129707;13,061;8,914;7,574;27,803;0,692;0,799
3129806;10,176;7,449;19,388;43,736;0,609;0,855
3129905;14,154;8,918;5,023;26,92;0,697;0,803
3130002;10,739;7,652;18,315;54,921;0,638;0,819
3130051;71,18;44,232;72,751;88,791;0,475;0,742
3130101;12,962;9,514;24,113;41,317;0,656;0,862
3130200;9,562;6,908;7,228;34,513;0,651;0,821
3130309;18,724;11,804;11,33;34,343;0,701;0,869
3130408;11,595;7,848;12,251;47,157;0,637;0,817
3130507;13,511;8,753;9,452;34,629;0,68;0,807
3130556;19,112;11,977;37,9;74,911;0,576;0,718
3130606;13,601;9,143;7,131;30,969;0,696;0,823
3130655;21,289;15,335;60,208;83,443;0,491;0,634
3130705;20,148;12,945;12,199;39,925;0,682;0,821
3130804;25,146;14,85;12,34;51,433;0,677;0,839
3130903;26,766;18,197;44,06;71,04;0,61;0,745
3131000;9,96;7,018;14,458;47,017;0,63;0,838
3131109;9,966;7,302;28,727;63,455;0,578;0,812
3131158;11,85;8,446;30,46;59,705;0,58;0,819
3131208;16,355;11,278;30,475;57,609;0,633;0,79
3131307;18,402;12,697;13,41;31,244;0,729;0,901
3131406;24,111;14,352;17,303;37,765;0,688;0,817
3131505;28,487;16,831;8,985;33,984;0,735;0,803
3131604;13,897;8,942;7,739;34,511;0,679;0,834
3131703;18,997;13,279;19,246;42,671;0,704;0,894
3131802;26,899;17,268;35,172;68,062;0,614;0,713
3131901;11,768;8,289;11,753;30,36;0,696;0,907
3132008;49,43;38,971;66,01;79,816;0,484;0,773
3132107;18,586;12,633;51,105;81,248;0,53;0,763
3132206;15,902;10,8;20,044;44,395;0,664;0,829
3132305;44,518;27,627;58,45;81,918;0,542;0,645
3132404;19,885;13,642;11,159;29,892;0,752;0,928
3132503;44,223;27,715;57,595;77,421;0,556;0,736
3132602;11,73;7,979;15,886;43,686;0,653;0,833
3132701;31,507;20,086;45,984;73,823;0,612;0,738
3132800;12,212;8,71;45,987;77,045;0,556;0,755
3132909;13,683;9,016;8,545;35,217;0,684;0,817
3133006;17,276;11,43;13,008;35,857;0,685;0,854
3133105;18,585;12,117;7,352;28,321;0,728;0,86
3133204;24,073;15,941;44,263;70,723;0,596;0,763
3133303;28,751;19,081;49,63;76,855;0,575;0,75
3133402;12,748;9,029;4,881;30,892;0,693;0,855
3133501;17,869;11,052;14,392;42,172;0,676;0,819
3133600;12,841;8,976;10,82;34,766;0,671;0,794
3133709;12,827;8,683;14,735;47,295;0,629;0,825
3133758;11,98;8,405;9,489;25,117;0,704;0,913
3133808;16,499;10,708;5,479;21,929;0,733;0,899
3133907;14,972;11,114;52,035;81,434;0,52;0,777
3134004;47,555;33,047;71,91;88,248;0,476;0,697
3134103;15,838;10,914;26,723;59,881;0,616;0,756
3134202;20,085;13,192;9,994;32,112;0,728;0,877
3134301;16,792;11,267;16,493;47,256;0,648;0,836
3134400;20,858;13,552;8,97;24,94;0,744;0,864
3134509;16,352;11,539;19,049;44,634;0,652;0,84
3134608;21,394;13,203;22,202;60,42;0,644;0,812
3134707;22,402;14,707;49,852;79,06;0,53;0,701
3134806;12,668;8,639;11,112;37,282;0,658;0,803
3134905;15,484;10,237;5,7;20,528;0,76;0,806
3135001;9,293;6,816;23,852;52,671;0,608;0,822
3135050;22,953;14,709;43,415;75,063;0,559;0,724
3135076;11,781;8,326;52,881;82,372;0,541;0,68
3135100;22,504;14,599;33,951;65,296;0,614;0,79
3135209;47,152;31,326;56,297;73,669;0,568;0,781
3135308;9,716;6,871;11,052;33,784;0,665;0,845
3135357;34,96;25,76;67,723;87,354;0,459;0,698
3135407;14,139;9,923;26,191;57,524;0,606;0,826
3135456;16,205;10,807;47,874;79,736;0,514;0,685
3135506;25,075;16,862;52,924;78,938;0,553;0,745
3135605;21,752;14,257;47,072;77,271;0,553;0,783
3135704;28,78;16,667;36,012;68,885;0,602;0,798
3135803;28,637;17,981;54,713;78,881;0,57;0,697
3135902;16,36;10,96;19,639;53,401;0,649;0,792
3136009;37,782;22,192;57,655;86,079;0,567;0,691
3136108;13,422;9,425;41,714;73,72;0,566;0,768
3136207;15,297;10,688;16,388;40,295;0,688;0,906
3136306;20,361;12,966;20,846;53,433;0,65;0,821
3136405;22,121;14,779;38,565;71,887;0,586;0,764
3136504;22,943;14,62;50,43;81,603;0,549;0,729
3136520;6,455;5,159;34,408;60,975;0,533;0,711
3136553;33,599;21,7;62,99;81,602;0,544;0,702
3136579;31,867;21,365;61,859;85,863;0,473;0,632
3136603;22,243;13,666;30,775;64,488;0,613;0,797
3136652;18,606;12,569;24,853;51,194;0,646;0,858
3136702;19,99;13,665;8,15;24,152;0,781;0,92
3136801;10,245;7,506;44,166;74,673;0,546;0,794
3136900;10,338;7,235;8,132;31,04;0,685;0,794
3136959;18,114;12,513;69,253;87,838;0,475;0,746
3137007;15,644;11,468;65,081;87,266;0,487;0,661
3137106;14,885;10,145;16,077;43,585;0,654;0,836
3137205;13,565;8,857;5,971;27,03;0,695;0,846
3137304;9,926;7,205;50,623;78,063;0,52;0,747
3137403;20,362;12,835;29,755;63,537;0,615;0,842
3137502;12,409;8,36;12,665;33,461;0,666;0,788
3137536;14,106;9,761;16,893;46,571;0,652;0,817
3137601;18,056;12,545;13,462;28,208;0,72;0,894
3137700;17,315;11,497;21,793;51,492;0,633;0,736
3137809;19,799;12,82;17,993;42,018;0,712;0,833
3137908;10,168;7,228;38,664;72,417;0,573;0,793
3138005;15,887;10,73;16,941;49,354;0,656;0,813
3138104;24,651;16,447;48,306;77,284;0,553;0,766
3138203;18,441;12,364;6,671;25,616;0,749;0,917
3138302;10,974;8,127;13,231;46,223;0,655;0,811
3138351;12,65;8,989;30,088;63,23;0,57;0,787
3138401;17,616;11,621;14,082;39,263;0,691;0,854
3138500;17,492;11,375;24,455;58,168;0,628;0,775
3138609;15,345;10,635;23,485;54,264;0,646;0,813
3138625;17,207;11,353;14,966;42,714;0,659;0,794
3138658;20,925;15,532;55,826;80,326;0,509;0,719
3138674;26,429;16,814;23,37;55,323;0,643;0,744
3138682;9,613;7,36;52,047;82,023;0,485;0,715
3138708;24,153;14,217;12,158;42,052;0,686;0,84
3138807;33,354;19,332;10,42;30,436;0,76;0,872
3138906;15,351;10,378;50,044;79,846;0,552;0,718
3139003;18,503;11,649;6,98;27,392;0,733;0,85
3139102;16,409;11,326;27,973;60,986;0,624;0,843
3139201;40,456;25,71;57,587;80,164;0,571;0,697
3139250;19,349;13,851;49,175;78,157;0,529;0,667
3139300;24,507;16,184;56,073;81,513;0,514;0,722
3139409;23,616;15,008;17,615;40,44;0,71;0,811
3139508;14,617;10,081;10,883;44,151;0,665;0,785
3139607;37,179;22,452;30,734;58,466;0,687;0,758
3139706;11,423;7,735;19,119;48,763;0,622;0,823
3139805;17,84;11,836;20,161;50,053;0,677;0,822
3139904;22,03;14,181;20,796;56,497;0,65;0,842
3140001;20,205;13,85;25,548;50,747;0,67;0,89
3140100;18,98;12,607;53,89;81,184;0,551;0,697
3140159;11;7,92;14,819;52,14;0,63;0,837
3140209;25,257;14,967;18,818;49,551;0,664;0,823
3140308;17,179;11,613;29,122;61,174;0,613;0,83
3140407;19,547;12,421;31,846;64,594;0,61;0,807
3140506;16,424;10,481;11,247;36,189;0,676;0,819
3140530;9,221;6,636;12,602;41,773;0,642;0,734
3140555;16,612;11,055;41,358;73,572;0,563;0,654
3140605;21,61;14,227;59,651;83,194;0,514;0,73
3140704;14,92;10,216;18,65;46,158;0,672;0,843
3140803;12,369;8,688;11,646;36,723;0,681;0,86
3140852;27,494;18,543;65,699;88,073;0,463;0,689
3140902;16,98;10,726;19,659;52,664;0,633;0,76
3141009;27,191;17,474;48,262;74,392;0,557;0,734
3141108;12,976;8,994;12,267;34,117;0,684;0,863
3141207;12,323;8,402;6,877;29,455;0,7;0,8
3141306;14,884;10,137;5,183;25,456;0,733;0,825
3141405;22,583;15,02;52,583;81,974;0,527;0,729
3141504;30,16;18,941;47,498;72,978;0,587;0,681
3141603;20,383;13,333;33,157;67,267;0,615;0,778
3141702;25,232;16,292;40,925;68,168;0,598;0,747
3141801;17,614;12,561;46,705;74,686;0,508;0,69
3141900;16,82;11,747;19,413;54,425;0,643;0,835
3142007;22,125;14,846;53,016;81,065;0,543;0,731
3142106;16,168;11,268;21,753;57,356;0,62;0,735
3142205;16,287;10,644;23,2;51,17;0,65;0,799
3142254;;;71,511;86,949;0,476;0,708
3142304;8,864;6,756;18,189;45,744;0,627;0,835
3142403;11,908;8,438;4,805;24,291;0,719;0,841
3142502;41,03;24,29;39,837;71,405;0,604;0,754
3142601;14,031;9,246;8,043;29,671;0,69;0,814
3142700;50,41;33,777;60,251;81,318;0,528;0,733
3142809;18,779;12,145;13,504;42,893;0,676;0,845
3142908;23,571;16,465;53,198;78,47;0,522;0,734
3143005;10,629;7,24;7,071;33,42;0,667;0,791
3143104;13,742;8,961;6,261;26,101;0,7;0,838
3143153;41,987;25,802;77,38;92,076;0,464;0,65
3143203;14,738;9,742;8,683;31,853;0,692;0,79
3143302;25,139;16,449;22,103;47,731;0,691;0,872
3143401;14,302;9,897;3,006;17,471;0,77;0,814
3143450;60,931;38,822;56,25;82,897;0,511;0,684
3143500;16,793;10,699;14,908;45,847;0,642;0,822
3143609;18,008;11,408;36,727;71,6;0,584;0,787
3143708;26,351;16,35;35,001;69,763;0,614;0,719
3143807;21,333;13,272;15,41;43,758;0,673;0,796
3143906;17,858;12,064;15,665;39,446;0,695;0,839
3144003;24,032;15,007;27,78;59,795;0,668;0,719
3144102;13,523;9,406;4,885;22,838;0,742;0,859
3144201;20,548;13,591;49,966;79,343;0,546;0,714
3144300;33,333;20,095;24,185;58,64;0,678;0,804
3144359;16,378;11,637;35,476;65,336;0,581;0,813
3144375;18,44;12,024;29,714;58,572;0,633;0,817
3144409;20,124;12,332;8,289;34,761;0,703;0,824
3144508;11,709;8,169;22,664;52,877;0,618;0,849
3144607;18,451;11,365;12,067;45,118;0,672;0,798
3144656;14,27;10,631;56,815;76,875;0,495;0,573
3144672;47,42;29,147;44,782;70,794;0,594;0,691
3144706;17,992;13,049;20,574;45,288;0,671;0,896
3144805;26,273;16,307;9,212;23,997;0,775;0,928
3144904;19,324;12,66;50,95;77,157;0,574;0,707
3145000;22,506;14,011;9,59;32,955;0,728;0,854
3145059;22,874;14,036;43,139;75,023;0,564;0,775
3145109;12,664;8,728;8,106;32,324;0,695;0,762
3145208;21,729;12,579;5,177;18,891;0,76;0,803
3145307;21,451;15,296;64,233;84,36;0,579;0,655
3145356;32,962;23,449;59,672;81,168;0,504;0,615
3145372;10,875;8,063;43,422;74,698;0,532;0,729
3145406;17,798;12,017;34,998;66,666;0,6;0,785
3145455;9,42;7,381;51,276;81,84;0,5;0,732
3145505;7,768;5,749;16,691;39,02;0,638;0,806
3145604;16,364;10,833;12,907;39,198;0,686;0,841
3145703;14,035;9,47;28,886;61,328;0,598;0,758
3145802;13,573;8,848;13,854;47,616;0,653;0,798
3145851;6,472;4,94;29,172;69,183;0,566;0,784
3145877;16,813;11,128;29,881;65,334;0,585;0,702
3145901;16,304;11,891;9,899;32,882;0,718;0,913
3146008;15,828;10,776;5,984;25,308;0,73;0,837
3146107;18,687;12,665;14,841;39,853;0,697;0,911
3146206;14,738;10,467;52,01;80,59;0,539;0,711
3146255;35,908;27,353;66,451;88,962;0,446;0,676
3146305;36,961;23,684;60,037;80,199;0,532;0,724
3146404;11,506;7,838;17,434;49,968;0,636;0,822
3146503;11,699;7,846;7,751;33,232;0,682;0,843
3146552;21,288;15,171;61,03;83,717;0,486;0,635
3146602;8,552;6,368;24,626;51,227;0,615;0,787
3146701;17,585;12,4;21,926;58,91;0,65;0,816
3146750;38,616;26,294;68,519;85,816;0,485;0,686
3146909;25,345;14,903;15,52;47,478;0,679;0,805
3147006;23,472;14,936;19,073;46,467;0,675;0,844
3147105;16,939;10,981;9,565;30,31;0,72;0,883
3147204;16,047;10,12;5,896;28,732;0,71;0,839
3147303;15,897;10,7;16,39;38,709;0,695;0,845
3147402;15,918;10,719;13,906;42,181;0,67;0,873
3147501;24,691;15,701;43,303;71,279;0,598;0,772
3147600;18,022;11,802;12,266;42,923;0,688;0,845
3147709;15,632;9,941;17,171;51,253;0,702;0,823
3147808;17,31;11,576;20,163;54,079;0,629;0,795
3147907;15,683;10,763;7,681;25,465;0,731;0,875
3147956;30,843;22,439;63,944;85,139;0,478;0,69
3148004;15,798;10,67;7,381;25,172;0,728;0,896
3148103;20,755;13,093;13,346;35,96;0,716;0,859
3148202;8,103;6,173;15,668;48,447;0,636;0,806
3148301;10,689;7,632;34,363;66,605;0,581;0,793
3148400;59,563;37,132;60,772;82,193;0,538;0,749
3148509;25,065;16,727;52,012;76,069;0,547;0,709
3148608;30,442;19,398;51,016;79,002;0,567;0,718
3148707;26,514;17,517;53,433;77,237;0,556;0,745
3148756;48,188;30,798;34,883;60,225;0,6;0,722
3148806;22,106;15,455;50,62;75,783;0,576;0,756
3148905;8,218;5,916;11,248;42,711;0,642;0,8
3149002;12,389;9,279;22,512;55,363;0,624;0,783
3149101;14,425;9,729;21,961;51,614;0,639;0,817
3149150;20,712;14,532;58,545;85,106;0,492;0,738
3149200;20,172;12,743;9,411;37,808;0,707;0,859
3149309;18,677;12,203;11,933;35,538;0,707;0,898
3149408;10,572;7,915;26,61;68,088;0,596;0,771
3149507;11,427;7,957;15,888;42,386;0,657;0,858
3149606;22,653;14,306;18,025;49,645;0,663;0,86
3149705;12,347;8,231;6,155;27,826;0,706;0,847
3149804;17,997;11,864;8,044;32,48;0,71;0,82
3149903;13,246;9,102;9,506;34,751;0,687;0,836
3149952;11,288;8,149;43,657;76,705;0,541;0,713
3150000;22,623;14,917;45,262;76,74;0,58;0,728
3150109;9,032;7,045;22,06;56,024;0,619;0,801
3150158;8,547;6,651;24,121;61,883;0,589;0,706
3150208;26,114;15,737;34,411;70,743;0,606;0,781
3150307;12,225;8,752;33,593;67,287;0,581;0,775
3150406;10,957;8,15;34,537;63,838;0,579;0,766
3150505;12,848;8,202;6,106;28,283;0,687;0,817
3150539;9,875;7,759;34,289;63,225;0,574;0,758
3150570;18,869;13,185;67,325;86,321;0,479;0,763
3150604;14,217;9,56;32,973;63,885;0,601;0,792
3150703;13,666;9,648;10,189;35,091;0,71;0,841
3150802;32,306;22,933;62,039;83,341;0,538;0,738
3150901;7,835;5,836;20,42;46,815;0,629;0,808
3151008;12,332;8,794;13,793;43,547;0,653;0,855
3151107;15,994;10,542;12,917;41,514;0,681;0,827
3151206;25,595;16,546;27,711;53,054;0,655;0,879
3151305;17,311;11,595;22,38;50,692;0,648;0,817
3151404;14,968;9,871;10,287;33,12;0,681;0,856
3151503;18,86;11,618;6,751;22,409;0,744;0,837
3151602;12,483;9,1;11,193;34,374;0,693;0,847
3151701;11,174;7,687;5,236;24,828;0,696;0,827
3151800;17,421;11,498;4,292;14,396;0,787;0,886
3151909;21,406;13,676;38,092;70,898;0,597;0,733
3152006;26,309;15,851;20,441;47,224;0,685;0,808
3152105;19,549;13,262;17,924;42,257;0,69;0,862
3152131;38,142;26,246;53,468;77,744;0,523;0,755
3152170;26,362;18,649;72,908;88,638;0,465;0,666
3152204;20,699;14,013;44,883;75,013;0,544;0,74
3152303;12,552;8,878;42,535;72,039;0,563;0,745
3152402;17,869;12,129;50,841;78,492;0,54;0,723
3152501;18,566;12,484;8,241;22,423;0,769;0,907
3152600;12,969;9,128;18,737;51,806;0,654;0,829
3152709;11,165;7,847;29,17;56,541;0,609;0,81
3152808;19,075;11,918;8,708;34,789;0,71;0,839
3152907;9,63;6,851;5,717;25,947;0,681;0,845
3153004;15,908;10,328;7,874;35,579;0,692;0,802
3153103;14,211;9,733;45,929;79,541;0,552;0,776
3153202;13,768;10,077;44,671;75,131;0,537;0,755
3153301;10,825;7,635;38,417;80,16;0,528;0,798
3153400;12,125;8,336;19,333;43,673;0,638;0,791
3153509;11,237;8,031;15,537;43,869;0,651;0,779
3153608;11,459;8,617;20,042;48,341;0,631;0,86
3153707;23,286;14,404;22,916;56,625;0,632;0,763
3153806;16,972;12,162;39,266;57,972;0,622;0,807
3153905;8,882;6,665;16,036;31,998;0,648;0,875
3154002;25,654;16,56;27,776;53,968;0,645;0,795
3154101;19,232;13,446;22,225;52,272;0,658;0,81
3154150;9,639;6,959;14,469;47,31;0,627;0,774
3154200;16,521;10,891;27,967;59,174;0,619;0,854
3154309;18,581;12,285;25,074;56,757;0,656;0,785
3154408;17,813;12,234;36,69;68,062;0,596;0,82
3154457;25,922;17,658;46,823;75,676;0,546;0,773
3154507;36,111;23,457;62,526;86,556;0,483;0,714
3154606;9,793;7,209;15,901;41,372;0,619;0,856
3154705;16,943;12,037;8,212;31,774;0,713;0,874
3154804;10,943;7,589;13,233;42,886;0,643;0,826
3154903;23,265;14,437;22,334;59,071;0,646;0,801
3155009;14,37;9,326;31,507;54,417;0,613;0,805
3155108;26,649;17,847;55,163;80,648;0,537;0,683
3155207;15,545;10,491;48,366;79,496;0,555;0,78
3155306;11,253;7,695;24,167;55,274;0,604;0,789
3155405;17,3;12,027;18,309;43,784;0,69;0,823
3155504;10,259;7,396;8,621;29,996;0,676;0,815
3155603;21,691;13,941;54,968;83,31;0,516;0,686
3155702;23,042;14,604;28,311;60,274;0,641;0,856
3155801;18,516;12,775;17,551;43,417;0,686;0,821
3155900;18,577;12,082;19,441;54,525;0,659;0,821
3156007;17,892;12,15;48,128;75,787;0,553;0,701
3156106;11,266;8,208;27,582;59,446;0,6;0,808
3156205;10,151;7,414;16,666;52,737;0,635;0,83
3156304;12,095;8,29;11,198;39,782;0,664;0,801
3156403;32,912;18,215;9,84;38,323;0,704;0,86
3156452;19,229;12,182;28,672;62,29;0,604;0,773
3156502;67,449;41,183;64,928;84,933;0,518;0,728
3156601;20,709;13,738;47,562;81,15;0,543;0,726
3156700;12,609;9,251;15,886;39,034;0,669;0,888
3156809;24,212;15,534;44,763;76,083;0,582;0,742
3156908;15,25;10,151;5,942;31,797;0,709;0,876
3157005;23,825;15,435;41,774;68,643;0,592;0,765
3157104;24,089;14,846;39,126;73,913;0,583;0,681
3157203;18,241;12,757;24,417;57,675;0,65;0,894
3157252;9,759;7,367;22,46;55,32;0,598;0,772
3157278;23,509;15,797;27,974;64,157;0,616;0,779
3157302;21,445;13,567;45,136;74,551;0,569;0,758
3157336;8,858;6,448;15,442;40,502;0,637;0,856
3157377;427,429;269,326;67,125;85,564;0,471;0,738
3157401;15,971;10,774;47,448;81,435;0,551;0,771
3157500;31,338;19,766;56,522;80,862;0,541;0,722
3157609;18,195;12,486;52,775;84,154;0,513;0,714
3157658;22,27;16,021;60,356;83,063;0,511;0,644
3157708;15,297;10,289;6,816;30,062;0,71;0,849
3157807;11,196;8,238;14,939;37,27;0,651;0,871
3157906;22,521;13,905;22,34;55,384;0,671;0,745
3158003;20,403;12,77;33,098;67,473;0,612;0,805
3158102;23,281;14,478;51,609;81,8;0,554;0,703
3158201;25,344;16,447;50,186;75,573;0,582;0,734
3158300;14,432;9,093;4,976;30,262;0,694;0,795
3158409;11,729;8,134;19,262;53,852;0,627;0,82
3158508;15,5;10,503;41,045;74,302;0,572;0,767
3158607;11,239;8,356;21,51;51,905;0,631;0,828
3158706;22,711;14,642;33,548;65,773;0,584;0,771
3158805;12,575;8,002;14,119;44,392;0,64;0,736
3158904;9,486;6,723;19,996;52,636;0,612;0,729
3158953;15,043;10,794;29,116;56,408;0,603;0,821
3159001;21,605;13,893;27,809;57,792;0,606;0,773
3159100;15,176;10,912;46,617;77,731;0,544;0,821
3159209;15,637;10,238;13,338;39,117;0,687;0,828
3159308;12,687;9,032;19,009;50,06;0,642;0,803
3159357;15,151;9,699;24,355;58,654;0,615;0,755
3159407;24,284;15,424;35,543;69,329;0,591;0,752
3159506;15,785;10,538;27,452;64,885;0,603;0,719
3159605;19,687;12,772;9,125;27,072;0,733;0,843
3159704;7,42;5,683;9,412;31,878;0,66;0,785
3159803;19,052;12,478;15,151;46,917;0,68;0,812
3159902;14,166;9,034;9,095;47,586;0,642;0,8
3160009;10,303;7,83;25,278;57,812;0,614;0,786
3160108;14,293;9,055;27,047;65,117;0,602;0,788
3160207;11,058;8,443;65,793;88,893;0,502;0,692
3160306;27,608;18,869;61,836;83,874;0,496;0,658
3160405;11,979;7,93;3,84;15,715;0,724;0,828
3160454;39,723;28,867;64,822;84,488;0,46;0,662
3160504;13,119;9,409;28,776;69,287;0,599;0,783
3160603;30,095;18,531;49,979;79,769;0,56;0,763
3160702;16,849;11,767;19,399;45,081;0,671;0,85
3160801;10,962;7,412;13,862;45,809;0,625;0,787
3160900;20,998;14,186;26,867;60,396;0,629;0,867
3160959;15,548;9,907;21,904;54,421;0,632;0,766
3161007;26,237;16,47;39,697;69,385;0,629;0,844
3161056;26,441;17,815;44,536;73,427;0,572;0,675
3161106;31,573;21,227;59,393;81,772;0,517;0,786
3161205;12,736;8,148;15,068;48,012;0,625;0,78
3161304;19,87;12,992;13,251;41,73;0,685;0,814
3161403;11,001;8,089;19,911;53,587;0,614;0,74
3161502;16,236;11,169;26,719;60,153;0,634;0,792
3161601;22,403;14,876;52,107;77,775;0,542;0,704
3161650;15,189;10,344;38,515;69,132;0,595;0,749
3161700;18,024;11,981;21,984;52,17;0,636;0,82
3161809;10,446;7,263;11,557;37,253;0,653;0,834
3161908;15,267;10,502;32,982;70,001;0,587;0,811
3162005;17,425;11,249;14,469;42,586;0,686;0,835
