municipio;pib_2020
Joaíma (MG);144161,68
Joanésia (MG);72745,1
João Monlevade (MG);3112215,83
João Pinheiro (MG);1519226,93
Joaquim Felício (MG);51252,47
Jordânia (MG);93156,18
José Gonçalves de Minas (MG);46167,39
José Raydan (MG);59888,25
Josenópolis (MG);51261,54
Nova União (MG);95652,22
Juatuba (MG);1350622,84
Juiz de Fora (MG);18695464,85
Juramento (MG);41309,73
Juruaia (MG);171522,26
Juvenília (MG);50240,81
Ladainha (MG);122996,4
Lagamar (MG);141154,94
Lagoa da Prata (MG);1647103,11
Lagoa dos Patos (MG);44452,37
Lagoa Dourada (MG);271323,03
Lagoa Formosa (MG);395967,47
Lagoa Grande (MG);210184,49
Lagoa Santa (MG);1814792,47
Lajinha (MG);312564,09
Lambari (MG);348059,26
Lamim (MG);39893,02
Laranjal (MG);81311,05
Lassance (MG);124000,92
Lavras (MG);2762014,94
Leandro Ferreira (MG);41665,4
Leme do Prado (MG);58964,68
Leopoldina (MG);1021981,02
Liberdade (MG);82646,19
Lima Duarte (MG);318421,35
Limeira do Oeste (MG);402252,7
Lontra (MG);77088,3
Luisburgo (MG);68739,92
Luislândia (MG);53174,8
Luminárias (MG);92868,79
Luz (MG);548735,4
Machacalis (MG);89673,16
Machado (MG);976463,37
Madre de Deus de Minas (MG);192233,02
Malacacheta (MG);201751,02
Mamonas (MG);51926,52
Manga (MG);214573,22
Manhuaçu (MG);2604468,71
Manhumirim (MG);417308,07
Mantena (MG);409971
Maravilhas (MG);163992,53
Mar de Espanha (MG);203219,53
Maria da Fé (MG);183805,63
Mariana (MG);2044824,99
Marilac (MG);50164,38
Mário Campos (MG);170396,81
Maripá de Minas (MG);61349,63
Marliéria (MG);42457,78
Marmelópolis (MG);34313,08
Martinho Campos (MG);346936
Martins Soares (MG);198996,29
Mata Verde (MG);71989,58
Materlândia (MG);47730,83
Mateus Leme (MG);690476,29
Matias Barbosa (MG);564394,19
Matias Cardoso (MG);124149,59
Matipó (MG);374142,4
Mato Verde (MG);145100,86
Matozinhos (MG);1091877,13
Matutina (MG);72439,26
Medeiros (MG);124748,23
Medina (MG);224192,81
Mendes Pimentel (MG);60999,98
Mercês (MG);127490,39
Mesquita (MG);49890,1
Minas Novas (MG);311246,23
Minduri (MG);97515,24
Mirabela (MG);133201,21
Miradouro (MG);142166,12
Miraí (MG);247593,25
Miravânia (MG);39493,41
Moeda (MG);65563,81
Moema (MG);113691,19
Monjolos (MG);33804,61
Monsenhor Paulo (MG);173027,28
Montalvânia (MG);139119,32
Monte Alegre de Minas (MG);522745,47
Monte Azul (MG);219183,54
Monte Belo (MG);282849,5
Monte Carmelo (MG);1191777,81
Monte Formoso (MG);37565,78
Monte Santo de Minas (MG);386529,38
Montes Claros (MG);9714238,31
Monte Sião (MG);442972,69
Montezuma (MG);68491,16
Morada Nova de Minas (MG);339548,08
Morro da Garça (MG);48761,8
Morro do Pilar (MG);34556,93
Munhoz (MG);98367,78
Muriaé (MG);2407485,25
Mutum (MG);387499,47
Muzambinho (MG);427245,88
Nacip Raydan (MG);29648,13
Nanuque (MG);801595,3
Naque (MG);82898,48
Natalândia (MG);51684,39
Natércia (MG);76182,24
Nazareno (MG);311488,11
Nepomuceno (MG);463196,35
Ninheira (MG);90255,61
Nova Belém (MG);44311
Nova Era (MG);366932,29
Nova Lima (MG);11859912,93
Nova Módica (MG);45746,94
Nova Ponte (MG);1253579,9
Nova Porteirinha (MG);109814,76
Nova Resende (MG);275205,56
Nova Serrana (MG);2568619,93
Novo Cruzeiro (MG);276434,24
Novo Oriente de Minas (MG);98108,74
Novorizonte (MG);54298,06
Olaria (MG);24472
Olhos-d'Água (MG);150933,98
Olímpio Noronha (MG);36393,39
Oliveira (MG);902020,34
Oliveira Fortes (MG);32500,4
Onça de Pitangui (MG);57376,21
Oratórios (MG);56274,52
Orizânia (MG);72647,13
Ouro Branco (MG);4182641,26
Ouro Fino (MG);668056,72
Ouro Preto (MG);3141674,13
Ouro Verde de Minas (MG);53450,48
Padre Carvalho (MG);58330,21
Padre Paraíso (MG);188817,19
Paineiras (MG);62831,65
Pains (MG);317226,1
Pai Pedro (MG);49734,86
Paiva (MG);24504,67
Palma (MG);79510,84
Palmópolis (MG);54703,09
Papagaios (MG);266944,49
Paracatu (MG);4914098,6
Pará de Minas (MG);3121650,42
Paraguaçu (MG);509830,01
Paraisópolis (MG);470881,34
Paraopeba (MG);830189,53
Passabém (MG);20345,89
Passa Quatro (MG);499816,86
Passa Tempo (MG);269117,78
Passa Vinte (MG);31804,94
Passos (MG);2684325,35
Patis (MG);47739,76
Patos de Minas (MG);4956020,74
Patrocínio (MG);2813720,14
Patrocínio do Muriaé (MG);100094,96
Paula Cândido (MG);100555,94
Paulistas (MG);52144,29
Pavão (MG);74614,31
Peçanha (MG);210926,47
Pedra Azul (MG);311550,09
Pedra Bonita (MG);61092,57
Pedra do Anta (MG);40506,29
Pedra do Indaiá (MG);98211,79
Pedra Dourada (MG);31809,73
Pedralva (MG);130070,97
Pedras de Maria da Cruz (MG);92013,92
Pedrinópolis (MG);124887,56
Pedro Leopoldo (MG);1532188,67
Pedro Teixeira (MG);22893,91
Pequeri (MG);48091,73
Pequi (MG);64490,34
Perdigão (MG);237429,12
Perdizes (MG);857419,11
Perdões (MG);507963,96
Periquito (MG);99576,09
Pescador (MG);40099,96
Piau (MG);68529,98
Piedade de Caratinga (MG);101789,68
Piedade de Ponte Nova (MG);52695,92
Piedade do Rio Grande (MG);78767,91
Piedade dos Gerais (MG);64296,22
Pimenta (MG);199399,07
Pingo d'Água (MG);47979,22
Pintópolis (MG);60998,09
Piracema (MG);198276,11
Pirajuba (MG);321712,82
Piranga (MG);177722,03
Piranguçu (MG);70590,94
Piranguinho (MG);117767,3
Pirapetinga (MG);515447,23
Pirapora (MG);2371238,6
Piraúba (MG);172588,57
Pitangui (MG);552632,19
Piumhi (MG);948472,98
Planura (MG);507481,45
Poço Fundo (MG);293197,56
Poços de Caldas (MG);7666601,08
Pocrane (MG);93300,77
Pompéu (MG);839017,93
Ponte Nova (MG);1888773,24
Ponto Chique (MG);42113,98
Ponto dos Volantes (MG);96949,73
Porteirinha (MG);394413,85
Porto Firme (MG);99123,17
Poté (MG);146738,44
Pouso Alegre (MG);8789903,11
Pouso Alto (MG);262678,53
Prados (MG);183080,71
Prata (MG);1002191,83
Pratápolis (MG);148518,87
Pratinha (MG);86677,19
Presidente Bernardes (MG);53186,78
Presidente Juscelino (MG);51953,02
Presidente Kubitschek (MG);29912,22
Presidente Olegário (MG);445131,62
Alto Jequitibá (MG);89517,62
Prudente de Morais (MG);169700,55
Quartel Geral (MG);55741,35
Queluzito (MG);32137,12
Raposos (MG);155974,51
Raul Soares (MG);341217,44
Recreio (MG);107581,32
Reduto (MG);88200,87
Resende Costa (MG);180446,79
Resplendor (MG);239622,95
Ressaquinha (MG);221196,56
Riachinho (MG);110034,59
Riacho dos Machados (MG);326685,96
Ribeirão das Neves (MG);4345291,36
Ribeirão Vermelho (MG);120645,99
Rio Acima (MG);210024,76
Rio Casca (MG);212067,83
Rio Doce (MG);50230,09
Rio do Prado (MG);45597,72
Rio Espera (MG);49783,62
Rio Manso (MG);102912,73
Rio Novo (MG);110954,97
Rio Paranaíba (MG);572797,35
Rio Pardo de Minas (MG);270971,66
Rio Piracicaba (MG);774127,21
Rio Pomba (MG);356517,47
Rio Preto (MG);61472,57
Rio Vermelho (MG);115853,79
Ritápolis (MG);67134,8
Rochedo de Minas (MG);63649,05
Rodeiro (MG);402192,5
Romaria (MG);121295,43
Rosário da Limeira (MG);46167,48
Rubelita (MG);59784,73
Rubim (MG);91960,67
Sabará (MG);3057928,26
Sabinópolis (MG);186567,69
Sacramento (MG);1318733,91
Salinas (MG);570644,32
Salto da Divisa (MG);100326,58
Santa Bárbara (MG);868067,74
Santa Bárbara do Leste (MG);95636,3
Santa Bárbara do Monte Verde (MG);51633,31
Santa Bárbara do Tugúrio (MG);60397,96
Santa Cruz de Minas (MG);95440,17
Santa Cruz de Salinas (MG);40702,42
Santa Cruz do Escalvado (MG);55103,25
Santa Efigênia de Minas (MG);45690,21
Santa Fé de Minas (MG);42462,18
Santa Helena de Minas (MG);49067,75
Santa Juliana (MG);745315,2
Santa Luzia (MG);4131757,2
Santa Margarida (MG);215973,4
Santa Maria de Itabira (MG);180798,49
Santa Maria do Salto (MG);43084,79
Santa Maria do Suaçuí (MG);143266,4
Santana da Vargem (MG);126796,38
Santana de Cataguases (MG);42378,45
Santana de Pirapama (MG);95718,88
Santana do Deserto (MG);41463,72
Santana do Garambéu (MG);30821,92
Santana do Jacaré (MG);84739,06
Santana do Manhuaçu (MG);101032,72
Santana do Paraíso (MG);745065,88
Santana do Riacho (MG);80674,3
Santana dos Montes (MG);40570,27
Santa Rita de Caldas (MG);168216,38
Santa Rita de Jacutinga (MG);62622,58
Santa Rita de Minas (MG);89103,07
Santa Rita de Ibitipoca (MG);67361,18
Santa Rita do Itueto (MG);82882,96
Santa Rita do Sapucaí (MG);1649992,31
Santa Rosa da Serra (MG);49841,2
Santa Vitória (MG);668036,12
Santo Antônio do Amparo (MG);273192,52
Santo Antônio do Aventureiro (MG);49694,57
Santo Antônio do Grama (MG);71772,9
Santo Antônio do Itambé (MG);39138,79
Santo Antônio do Jacinto (MG);96687,57
Santo Antônio do Monte (MG);611529,29
Santo Antônio do Retiro (MG);55792,8
Santo Antônio do Rio Abaixo (MG);23948,72
Santo Hipólito (MG);36227,26
Santos Dumont (MG);1008419,66
São Bento Abade (MG);67078,32
São Brás do Suaçuí (MG);63170,41
São Domingos das Dores (MG);67269,62
São Domingos do Prata (MG);261443,67
São Félix de Minas (MG);38631,84
São Francisco (MG);532000,69
São Francisco de Paula (MG);91305,75
São Francisco de Sales (MG);139626,12
São Francisco do Glória (MG);52508,09
São Geraldo (MG);220891,43
São Geraldo da Piedade (MG);36336,01
São Geraldo do Baixio (MG);41943,78
São Gonçalo do Abaeté (MG);231424,61
São Gonçalo do Pará (MG);239801,04
São Gonçalo do Rio Abaixo (MG);3418342,15
São Gonçalo do Sapucaí (MG);650415,35
São Gotardo (MG);945190,24
São João Batista do Glória (MG);160621,57
São João da Lagoa (MG);48442,37
São João da Mata (MG);42408,21
São João da Ponte (MG);215100,99
São João das Missões (MG);83661,45
São João del Rei (MG);2440131,3
São João do Manhuaçu (MG);127378,53
São João do Manteninha (MG);66923,71
São João do Oriente (MG);94144,58
São João do Pacuí (MG);35494,02
São João do Paraíso (MG);235062,93
São João Evangelista (MG);205972,21
São João Nepomuceno (MG);429145,4
São Joaquim de Bicas (MG);579833,95
São José da Barra (MG);791804,77
São José da Lapa (MG);517691,16
São José da Safira (MG);42217,73
São José da Varginha (MG);92704,26
São José do Alegre (MG);49653,24
São José do Divino (MG);39303,73
São José do Goiabal (MG);55797,01
São José do Jacuri (MG);77687,76
São José do Mantimento (MG);31849,26
São Lourenço (MG);1118879,99
São Miguel do Anta (MG);80209,54
São Pedro da União (MG);82482,59
São Pedro dos Ferros (MG);113851,35
São Pedro do Suaçuí (MG);66729,22
São Romão (MG);151919,07
São Roque de Minas (MG);238606
São Sebastião da Bela Vista (MG);449272,35
São Sebastião da Vargem Alegre (MG);52566,47
São Sebastião do Anta (MG);66073,19
São Sebastião do Maranhão (MG);81096,45
São Sebastião do Oeste (MG);363996,01
São Sebastião do Paraíso (MG);1958705,35
São Sebastião do Rio Preto (MG);20766,13
São Sebastião do Rio Verde (MG);31917,7
São Tiago (MG);176718,75
São Tomás de Aquino (MG);117377,36
São Thomé das Letras (MG);104827,6
São Vicente de Minas (MG);165750,56
Sapucaí-Mirim (MG);111359,92
Sardoá (MG);61207,03
Sarzedo (MG);1069251,24
Setubinha (MG);90098,09
Sem-Peixe (MG);31681,95
Senador Amaral (MG);67946,21
Senador Cortes (MG);33010,87
Senador Firmino (MG);95739,14
Senador José Bento (MG);22574,25
Senador Modestino Gonçalves (MG);95281,32
Senhora de Oliveira (MG);70519,64
Senhora do Porto (MG);36351,83
Senhora dos Remédios (MG);89071,4
Sericita (MG);64889,32
Seritinga (MG);40054,52
Serra Azul de Minas (MG);34633,25
Serra da Saudade (MG);19107,33
Serra dos Aimorés (MG);75308,3
Serra do Salitre (MG);573115,51
Serrania (MG);123233,76
Serranópolis de Minas (MG);37220,01
Serranos (MG);29297,4
Serro (MG);259496,91
Sete Lagoas (MG);9552666,28
Silveirânia (MG);28011,13
Silvianópolis (MG);121329,5
Simão Pereira (MG);73204,56
Simonésia (MG);195923,73
Sobrália (MG);55775,98
Soledade de Minas (MG);67074,59
Tabuleiro (MG);56518,84
Taiobeiras (MG);472506,8
Taparuba (MG);38330,78
Tapira (MG);455511,52
Tapiraí (MG);36389,93
Taquaraçu de Minas (MG);49776,02
Tarumirim (MG);151435,67
Teixeiras (MG);148698,43
Teófilo Otoni (MG);2698122,18
Timóteo (MG);3165897,9
Tiradentes (MG);184389,38
Tiros (MG);224142,28
Tocantins (MG);295600,18
Tocos do Moji (MG);52993,06
Toledo (MG);81571,07
Tombos (MG);97309,11
Três Corações (MG);2455112,05
Três Marias (MG);2471142,79
Três Pontas (MG);1261792,5
Tumiritinga (MG);63791,42
Tupaciguara (MG);692440,85
Turmalina (MG);372973,67
Turvolândia (MG);99896,43
Ubá (MG);3052950,43
Ubaí (MG);101328,88
Ubaporanga (MG);135762,28
Uberaba (MG);15541490,56
Uberlândia (MG);37628200,68
Umburatiba (MG);33020,74
Unaí (MG);2935115,6
União de Minas (MG);105842,55
Uruana de Minas (MG);51990,22
Urucânia (MG);206035,3
Urucuia (MG);134062,82
Vargem Alegre (MG);70439,57
Vargem Bonita (MG);49407,83
Vargem Grande do Rio Pardo (MG);50846,84
Varginha (MG);6297671,59
Varjão de Minas (MG);149962,97
Várzea da Palma (MG);812073,23
Varzelândia (MG);167201,77
Vazante (MG);798954,08
Verdelândia (MG);85873,49
Veredinha (MG);98116,98
Veríssimo (MG);112428,15
Vermelho Novo (MG);41393,78
Vespasiano (MG);2506400,62
Viçosa (MG);1749051,39
Vieiras (MG);37436,88
Mathias Lobato (MG);37475,18
Virgem da Lapa (MG);119204,92
Virgínia (MG);130005,16
Virginópolis (MG);160788,85
Virgolândia (MG);51077,62
Visconde do Rio Branco (MG);1283707,99
Volta Grande (MG);67600,58
Wenceslau Braz (MG);28121,57
Afonso Cláudio (ES);443105,42
Águia Branca (ES);165482,65
Água Doce do Norte (ES);138324,09
Alegre (ES);476962,31
Alfredo Chaves (ES);359562,31
Alto Rio Novo (ES);87513,49
Anchieta (ES);1005451,04
Apiacá (ES);99253,41
Aracruz (ES);5416659,02
Atílio Vivácqua (ES);267863,65
Baixo Guandu (ES);661516,83
Barra de São Francisco (ES);816949,12
Boa Esperança (ES);230083,7
Bom Jesus do Norte (ES);176859,1
Brejetuba (ES);183811,79
Cachoeiro de Itapemirim (ES);4914367,91
Cariacica (ES);10182196,73
Castelo (ES);893288,26
Colatina (ES);3644455,39
Conceição da Barra (ES);473100,37
Conceição do Castelo (ES);203792,98
Divino de São Lourenço (ES);63881,28
Domingos Martins (ES);758915,24
Dores do Rio Preto (ES);123204,32
Ecoporanga (ES);292881,36
Fundão (ES);393009,5
Governador Lindenberg (ES);274508,06
Guaçuí (ES);535413,44
Guarapari (ES);2322475,33
Ibatiba (ES);309053,94
Ibiraçu (ES);281348,82
Ibitirama (ES);107802,65
Iconha (ES);320386,87
Irupi (ES);168325,52
Itaguaçu (ES);259271,98
Itapemirim (ES);4818609,25
Itarana (ES);209954,32
Iúna (ES);429348,53
Jaguaré (ES);631834,25
Jerônimo Monteiro (ES);138487,07
João Neiva (ES);416908,85
Laranja da Terra (ES);139126,62
Linhares (ES);6348137,79
Mantenópolis (ES);150275,5
Marataízes (ES);5274390,4
Marechal Floriano (ES);399205,88
Marilândia (ES);280959,19
Mimoso do Sul (ES);450348,47
Montanha (ES);341353,49
Mucurici (ES);77145,7
Muniz Freire (ES);271458,81
Muqui (ES);202846,37
Nova Venécia (ES);1006718,78
Pancas (ES);248474,42
Pedro Canário (ES);314364,31
Pinheiros (ES);602682,89
Piúma (ES);665238,06
Ponto Belo (ES);83588,27
Presidente Kennedy (ES);5380561,48
Rio Bananal (ES);384545,15
Rio Novo do Sul (ES);195823
Santa Leopoldina (ES);202014,17
Santa Maria de Jetibá (ES);1478207,52
Santa Teresa (ES);470932,54
São Domingos do Norte (ES);456648,13
São Gabriel da Palha (ES);633028,62
São José do Calçado (ES);172370,97
São Mateus (ES);2366312,03
São Roque do Canaã (ES);178107,8
Serra (ES);25865233,65
Sooretama (ES);521734,91
Vargem Alta (ES);308426,36
Venda Nova do Imigrante (ES);608496,91
Viana (ES);2689279,13
Vila Pavão (ES);116069,24
Vila Valério (ES);290737,16
Vila Velha (ES);12859638,21
Vitória (ES);21614893,4
Angra dos Reis (RJ);9825061,81
Aperibé (RJ);195238,3
Araruama (RJ);3678778,22
Areal (RJ);354214,14
Armação dos Búzios (RJ);2627537,42
Arraial do Cabo (RJ);2556648,11
Barra do Piraí (RJ);2112761,2
Barra Mansa (RJ);5487098,82
Belford Roxo (RJ);8065141,9
Bom Jardim (RJ);697294,16
Bom Jesus do Itabapoana (RJ);728729,76
Cabo Frio (RJ);11523592,05
Cachoeiras de Macacu (RJ);1138773,03
Cambuci (RJ);353551,02
Carapebus (RJ);453135,47
Comendador Levy Gasparian (RJ);423898,86
Campos dos Goytacazes (RJ);29097630,75
Cantagalo (RJ);729921,85
Cardoso Moreira (RJ);293954,26
Carmo (RJ);471020,49
Casimiro de Abreu (RJ);2061734,15
Conceição de Macabu (RJ);375966,47
Cordeiro (RJ);398169,49
Duas Barras (RJ);214572,32
Duque de Caxias (RJ);45332366,16
Engenheiro Paulo de Frontin (RJ);251598,85
Guapimirim (RJ);1061378,24
Iguaba Grande (RJ);536177,23
Itaboraí (RJ);4928343,13
Itaguaí (RJ);7948882,76
Italva (RJ);331377,48
Itaocara (RJ);553385,87
Itaperuna (RJ);3096744,62
Itatiaia (RJ);4474844,37
Japeri (RJ);1436573,61
Laje do Muriaé (RJ);145704,09
Macaé (RJ);15093203,01
Macuco (RJ);169698,66
Magé (RJ);4253438,16
Mangaratiba (RJ);2469677,78
Maricá (RJ);37522727,46
Mendes (RJ);350194,55
Mesquita (RJ);2318657,28
Miguel Pereira (RJ);614637,8
Miracema (RJ);569937,84
Natividade (RJ);297412,76
Nilópolis (RJ);2904425,73
Niterói (RJ);46553203,15
Nova Friburgo (RJ);5358172,6
Nova Iguaçu (RJ);17424682,24
Paracambi (RJ);982349,99
Paraíba do Sul (RJ);1004301,94
Paraty (RJ);2759112,92
Paty do Alferes (RJ);557210,68
Petrópolis (RJ);13643577,91
Pinheiral (RJ);716232,63
Piraí (RJ);2229154,27
Porciúncula (RJ);348377,12
Porto Real (RJ);2424841
Quatis (RJ);277894,74
Queimados (RJ);3875540,49
Quissamã (RJ);3821756,76
Resende (RJ);8564525,09
Rio Bonito (RJ);1554559,13
Rio Claro (RJ);390324,21
Rio das Flores (RJ);218127,6
Rio das Ostras (RJ);7741509,61
Rio de Janeiro (RJ);354981483,8
Santa Maria Madalena (RJ);188972,86
Santo Antônio de Pádua (RJ);1157847,78
São Francisco de Itabapoana (RJ);1024128,59
São Fidélis (RJ);734801,5
São Gonçalo (RJ);18351499,72
São João da Barra (RJ);7967977,48
São João de Meriti (RJ);9795913,05
São José de Ubá (RJ);179246,07
São José do Vale do Rio Preto (RJ);540470,06
São Pedro da Aldeia (RJ);2437075,35
São Sebastião do Alto (RJ);202942,6
Sapucaia (RJ);753925,82
Saquarema (RJ);10716086,56
Seropédica (RJ);4158503,31
Silva Jardim (RJ);494797,46
Sumidouro (RJ);437932,34
Tanguá (RJ);579070,88
Teresópolis (RJ);5327010,55
Trajano de Moraes (RJ);206773,78
Três Rios (RJ);4363280,67
Valença (RJ);2051076,35
Varre-Sai (RJ);196599,08
Vassouras (RJ);1091568,55
Volta Redonda (RJ);11017667,37
Adamantina (SP);1136221,24
Adolfo (SP);111368,01
Aguaí (SP);1025597,01
Águas da Prata (SP);170438,24
Águas de Lindóia (SP);530958,09
Águas de Santa Bárbara (SP);174713,17
Águas de São Pedro (SP);145906,73
Agudos (SP);2294250,77
Alambari (SP);103301,93
Alfredo Marcondes (SP);86908,47
Altair (SP);90675,07
Altinópolis (SP);535265,26
Alto Alegre (SP);120605,63
Alumínio (SP);2147029,71
Álvares Florence (SP);101265,34
Álvares Machado (SP);511285,26
Álvaro de Carvalho (SP);50694,84
Alvinlândia (SP);50659,65
Americana (SP);11950333,16
Américo Brasiliense (SP);848474,89
Américo de Campos (SP);102007,36
Amparo (SP);4244417,63
Analândia (SP);177346,32
Andradina (SP);2057061,35
Angatuba (SP);1006733,3
Anhembi (SP);147940,42
Anhumas (SP);74613,08
Aparecida (SP);1144056,12
Aparecida d'Oeste (SP);101312,02
Apiaí (SP);601070,89
Araçariguama (SP);3441914,02
Araçatuba (SP);7807916,28
Araçoiaba da Serra (SP);829737,63
Aramina (SP);148107,34
Arandu (SP);139359,49
Arapeí (SP);34001,21
Araraquara (SP);10026980,98
Araras (SP);5933882,45
Arco-Íris (SP);42320,86
Arealva (SP);214908,48
Areias (SP);46310,71
Areiópolis (SP);141873,96
Ariranha (SP);743966,15
Artur Nogueira (SP);1270689
Arujá (SP);6482836,04
Aspásia (SP);33304,96
Assis (SP);3541751,11
Atibaia (SP);6937709,07
Auriflama (SP);310562,57
Avaí (SP);294317,39
Avanhandava (SP);320482,79
Avaré (SP);2746044,34
Bady Bassitt (SP);388833,36
Balbinos (SP);52783,67
Bálsamo (SP);216252,33
Bananal (SP);181837,66
Barão de Antonina (SP);61863,96
Barbosa (SP);113866,58
Bariri (SP);1163955,92
Barra Bonita (SP);1139198,54
Barra do Chapéu (SP);108718,15
Barra do Turvo (SP);97130,81
Barretos (SP);4832330,75
Barrinha (SP);500657,47
Barueri (SP);52820507,84
Bastos (SP);1073432,06
Batatais (SP);1690904,62
Bauru (SP);15324591,29
Bebedouro (SP);3312844,75
Bento de Abreu (SP);120899,41
Bernardino de Campos (SP);269153,51
Bertioga (SP);1829393,27
Bilac (SP);209591,5
Birigui (SP);3453290,85
Biritiba Mirim (SP);758657,04
Boa Esperança do Sul (SP);321190,52
Bocaina (SP);228468,03
Bofete (SP);181675,59
Boituva (SP);2942832,73
Bom Jesus dos Perdões (SP);906989,42
Bom Sucesso de Itararé (SP);59035,65
Borá (SP);42257,89
Boracéia (SP);386123,62
Borborema (SP);409160,57
Borebi (SP);58143,4
Botucatu (SP);5134696,02
Bragança Paulista (SP);6477958,11
Braúna (SP);97884,46
Brejo Alegre (SP);54308,36
Brodowski (SP);667524,66
Brotas (SP);932880,16
Buri (SP);461987,45
Buritama (SP);598810,32
Buritizal (SP);170741,13
Cabrália Paulista (SP);74128,71
Cabreúva (SP);5320943,43
Caçapava (SP);4041591,07
Cachoeira Paulista (SP);618061,67
Caconde (SP);402227,49
Cafelândia (SP);507749,28
Caiabu (SP);58568,29
Caieiras (SP);3912165,78
Caiuá (SP);78862,87
Cajamar (SP);19427569,56
Cajati (SP);1394455,95
Cajobi (SP);155269,11
Cajuru (SP);597732,04
Campina do Monte Alegre (SP);116542,24
Campinas (SP);65874912,96
Campo Limpo Paulista (SP);2146988,89
Campos do Jordão (SP);1318467
Campos Novos Paulista (SP);154775,36
Cananéia (SP);307202,88
Canas (SP);107670,04
Cândido Mota (SP);1270169,86
Cândido Rodrigues (SP);105968,56
Canitar (SP);141977,3
Capão Bonito (SP);944821,98
Capela do Alto (SP);310889,36
Capivari (SP);2148541,17
Caraguatatuba (SP);4034042,05
Carapicuíba (SP);6156670,52
Cardoso (SP);256870,35
Casa Branca (SP);909631,1
Cássia dos Coqueiros (SP);177929,74
Castilho (SP);699167,92
Catanduva (SP);4339527,8
Catiguá (SP);132090,07
Cedral (SP);370825,97
Cerqueira César (SP);741919,39
Cerquilho (SP);1932314,27
Cesário Lange (SP);463296,25
Charqueada (SP);329743,57
Clementina (SP);158272,81
Colina (SP);964344,48
Colômbia (SP);275947,56
Conchal (SP);713511,82
Conchas (SP);380831,87
Cordeirópolis (SP);3115925,29
Coroados (SP);165007,54
Coronel Macedo (SP);86897,01
Corumbataí (SP);233956,94
Cosmópolis (SP);1732688,08
Cosmorama (SP);344309,6
Cotia (SP);13365734,11
Cravinhos (SP);1229659,56
Cristais Paulista (SP);200466,43
Cruzália (SP);103804,53
Cruzeiro (SP);2380398,72
Cubatão (SP);15046346,6
Cunha (SP);264898,26
Descalvado (SP);1560978,68
Diadema (SP);15301322,32
Dirce Reis (SP);45208,5
Divinolândia (SP);310292,72
Dobrada (SP);111751,06
Dois Córregos (SP);675427,52
Dolcinópolis (SP);47345,8
Dourado (SP);505284,84
Dracena (SP);1290236,65
Duartina (SP);237597,29
Dumont (SP);194798,03
Echaporã (SP);123647,02
Eldorado (SP);306269,78
Elias Fausto (SP);719822,26
Elisiário (SP);65099,69
Embaúba (SP);53730,18
Embu das Artes (SP);14726180,59
Embu-Guaçu (SP);1210919,9
Emilianópolis (SP);61192,24
Engenheiro Coelho (SP);531112,58
Espírito Santo do Pinhal (SP);1532034,83
Espírito Santo do Turvo (SP);73868,17
Estrela d'Oeste (SP);409252,06
Estrela do Norte (SP);50637,53
Euclides da Cunha Paulista (SP);135895,29
Fartura (SP);376113,67
Fernandópolis (SP);2200769,8
Fernando Prestes (SP);195650,12
Fernão (SP);65259,6
Ferraz de Vasconcelos (SP);3247303,73
Flora Rica (SP);35390,75
Floreal (SP);64800,98
Flórida Paulista (SP);205103,62
Florínea (SP);140939,64
Franca (SP);10167368,63
Francisco Morato (SP);1588673,19
Franco da Rocha (SP);3312687,31
Gabriel Monteiro (SP);76231,7
Gália (SP);150633,67
Garça (SP);1174561,18
Gastão Vidigal (SP);73434,78
Gavião Peixoto (SP);1079183,8
General Salgado (SP);234630,14
Getulina (SP);183789,07
Glicério (SP);107986,98
Guaiçara (SP);166054,05
Guaimbê (SP);160071,78
Guaíra (SP);3410534,95
Guapiaçu (SP);622290,42
Guapiara (SP);332436,88
Guará (SP);489158,55
Guaraçaí (SP);264966,75
Guaraci (SP);323025,43
Guarani d'Oeste (SP);34114,08
Guarantã (SP);150763,23
Guararapes (SP);977350,92
Guararema (SP);1439632,36
Guaratinguetá (SP);6488615,25
Guareí (SP);226191,62
Guariba (SP);878924,03
Guarujá (SP);9106598,58
Guarulhos (SP);65165261,62
Guatapará (SP);234272,29
Guzolândia (SP);70058,6
Herculândia (SP);278340,3
Holambra (SP);1006520,47
Hortolândia (SP);14730641,6
Iacanga (SP);460973,07
Iacri (SP);167645,81
Iaras (SP);144447,3
Ibaté (SP);763048,83
Ibirá (SP);244950,65
Ibirarema (SP);170343,45
Ibitinga (SP);1497194,81
Ibiúna (SP);1845191,49
Icém (SP);173765,68
Iepê (SP);250827,43
Igaraçu do Tietê (SP);326750,17
Igarapava (SP);1210194,64
Igaratá (SP);209302,99
Iguape (SP);1256136,98
Ilhabela (SP);14967867,14
Ilha Comprida (SP);1045474,68
Ilha Solteira (SP);649512,59
Indaiatuba (SP);16730487,27
Indiana (SP);64988,39
Indiaporã (SP);91297,03
Inúbia Paulista (SP);134511,17
Ipaussu (SP);338517,33
Iperó (SP);684149,34
Ipeúna (SP);474779,53
Ipiguá (SP);105587,01
Iporanga (SP);58005,23
Ipuã (SP);367929,65
Iracemápolis (SP);6940522,7
Irapuã (SP);160648,26
Irapuru (SP);95959,78
Itaberá (SP);592345,7
Itaí (SP);700364,55
Itajobi (SP);612083,8
Itaju (SP);97561,57
Itanhaém (SP);2037482,19
Itaoca (SP);42329,68
Itapecerica da Serra (SP);3880078,43
Itapetininga (SP);4897885,54
