municipio;esfera;rend_medio_bruto_2018
Casa Grande;Municipal;2843,486
Cascalho Rico;Municipal;2297,66
Cássia;Municipal;3553,422
Conceição da Barra de Minas;Municipal;4616,221
Cataguases;Municipal;3981,841
Catas Altas;Municipal;4254,331
Catas Altas da Noruega;Municipal;2217,49
Catuji;Municipal;2213,122
Catuti;Municipal;2501,226
Caxambu;Municipal;3648,263
Cedro do Abaeté;Municipal;2328,619
Central de Minas;Municipal;2755,494
Centralina;Municipal;3972,793
Chácara;Municipal;3949,59
Chalé;Municipal;1164,421
Chapada do Norte;Municipal;2999,191
Chapada Gaúcha;Municipal;1850,49
Chiador;Municipal;3596,488
Cipotânea;Municipal;2805,645
Claraval;Municipal;3107,849
Claro dos Poções;Municipal;2697,241
Cláudio;Municipal;3744,987
Coimbra;Municipal;3684,751
Coluna;Municipal;3068,052
Comendador Gomes;Municipal;3047,395
Comercinho;Municipal;1721,885
Conceição da Aparecida;Municipal;4413,963
Conceição das Pedras;Municipal;2936,388
Conceição das Alagoas;Municipal;5949,713
Conceição de Ipanema;Municipal;2974,271
Conceição do Mato Dentro;Municipal;4455,035
Conceição do Pará;Municipal;3545,619
Conceição do Rio Verde;Municipal;4972,546
Conceição dos Ouros;Municipal;3029,15
Cônego Marinho;Municipal;2413,919
Confins;Municipal;4129,902
Congonhal;Municipal;3422,717
Congonhas;Municipal;5824,139
Congonhas do Norte;Municipal;2699,914
Conquista;Municipal;4496,143
Conselheiro Lafaiete;Municipal;6075,178
Conselheiro Pena;Municipal;4467,552
Consolação;Municipal;5114,517
Contagem;Municipal;5865,729
Coqueiral;Municipal;2732,12
Coração de Jesus;Municipal;2637,656
Cordisburgo;Municipal;3810,144
Cordislândia;Municipal;2893,611
Corinto;Municipal;2045,576
Coroaci;Municipal;2352,343
Coromandel;Municipal;3072,777
Coronel Fabriciano;Municipal;4720,272
Coronel Murta;Municipal;2420,659
Coronel Pacheco;Municipal;3861,234
Coronel Xavier Chaves;Municipal;4773,389
Córrego Danta;Municipal;4016,475
Córrego do Bom Jesus;Municipal;3952,902
Córrego Fundo;Municipal;3782,107
Córrego Novo;Municipal;1890,99
Couto de Magalhães de Minas;Municipal;4092,193
Crisólita;Municipal;3697,192
Cristais;Municipal;3769,715
Cristália;Municipal;3262,174
Cristiano Otoni;Municipal;2830,502
Cristina;Municipal;3122,867
Crucilândia;Municipal;3646,102
Cruzeiro da Fortaleza;Municipal;4247,275
Cruzília;Municipal;3774,843
Cuparaque;Municipal;1588,457
Curral de Dentro;Municipal;4309,238
Curvelo;Municipal;5754,508
Datas;Municipal;2466,042
Delfim Moreira;Municipal;3592,169
Delfinópolis;Municipal;2906,019
Delta;Municipal;4571,429
Descoberto;Municipal;3627,359
Desterro de Entre Rios;Municipal;2864,707
Desterro do Melo;Municipal;2368,796
Diamantina;Municipal;2880,064
Diogo de Vasconcelos;Municipal;1781,083
Dionísio;Municipal;2823,841
Divinésia;Municipal;2678,095
Divino;Municipal;2857,561
Divino das Laranjeiras;Municipal;2094,66
Divinolândia de Minas;Municipal;2660,265
Divinópolis;Municipal;5015,04
Divisa Alegre;Municipal;3775,926
Divisa Nova;Municipal;2496,714
Divisópolis;Municipal;2094,211
Dom Bosco;Municipal;2299,127
Dom Cavati;Municipal;2703,176
Dom Joaquim;Municipal;2369,134
Dom Silvério;Municipal;4535,55
Dom Viçoso;Municipal;4599,244
Dona Euzébia;Municipal;1771,318
Dores de Campos;Municipal;2851,765
Dores de Guanhães;Municipal;2829,842
Dores do Indaiá;Municipal;3729,284
Dores do Turvo;Municipal;2123,968
Doresópolis;Municipal;2833,825
Douradoquara;Municipal;4185,49
Durandé;Municipal;3677,245
Elói Mendes;Municipal;1806,682
Engenheiro Caldas;Municipal;1910,424
Engenheiro Navarro;Municipal;3978,789
Entre Folhas;Municipal;3215,483
Entre Rios de Minas;Municipal;2851,737
Ervália;Municipal;2430,725
Esmeraldas;Municipal;5327,719
Espera Feliz;Municipal;2740,988
Espinosa;Municipal;4017,596
Espírito Santo do Dourado;Municipal;4022,826
Estiva;Municipal;4101,913
Estrela Dalva;Municipal;3524,096
Estrela do Indaiá;Municipal;2376,828
Estrela do Sul;Municipal;2285,825
Eugenópolis;Municipal;4182,844
Ewbank da Câmara;Municipal;
Extrema;Municipal;4503,506
Fama;Municipal;1962,39
Faria Lemos;Municipal;1905,526
Felício dos Santos;Municipal;4558,322
São Gonçalo do Rio Preto;Municipal;3143,996
Felisburgo;Municipal;2064,719
Felixlândia;Municipal;5533,38
Fernandes Tourinho;Municipal;1269,206
Ferros;Municipal;2764,984
Fervedouro;Municipal;3204,511
Florestal;Municipal;2920,737
Formiga;Municipal;4165,866
Formoso;Municipal;2792,298
Fortaleza de Minas;Municipal;4284,52
Fortuna de Minas;Municipal;5620,863
Francisco Badaró;Municipal;2234,818
Francisco Dumont;Municipal;2814,999
Francisco Sá;Municipal;3262,081
Franciscópolis;Municipal;2833,368
Frei Gaspar;Municipal;2221,053
Frei Inocêncio;Municipal;1766,376
Frei Lagonegro;Municipal;3734,174
Fronteira;Municipal;3403,27
Fronteira dos Vales;Municipal;1382,294
Fruta de Leite;Municipal;2782,818
Frutal;Municipal;5701,192
Funilândia;Municipal;2778,379
Galiléia;Municipal;2855,78
Gameleiras;Municipal;2612,636
Glaucilândia;Municipal;1966,947
Goiabeira;Municipal;2531,02
Goianá;Municipal;4163,438
Gonçalves;Municipal;3659,681
Gonzaga;Municipal;2784,629
Gouveia;Municipal;1977,07
Governador Valadares;Municipal;3095,387
Grão Mogol;Municipal;1914,881
Grupiara;Municipal;1501,205
Guanhães;Municipal;5246,421
Guapé;Municipal;2765,444
Guaraciaba;Municipal;4157,958
Guaraciama;Municipal;2352,591
Guaranésia;Municipal;5212,507
Guarani;Municipal;3767,245
Guarará;Municipal;3701,386
Guarda-Mor;Municipal;4686,355
Guaxupé;Municipal;5042,25
Guidoval;Municipal;2422,417
Guimarânia;Municipal;3238,567
Guiricema;Municipal;3582,382
Gurinhatã;Municipal;2807,603
Heliodora;Municipal;4530,391
Iapu;Municipal;3618,3
Ibertioga;Municipal;3395,056
Ibiá;Municipal;4478,265
Ibiaí;Municipal;1984,808
Ibiracatu;Municipal;2692,188
Ibiraci;Municipal;2934,108
Ibirité;Municipal;4175,633
Ibitiúra de Minas;Municipal;2639,442
Ibituruna;Municipal;3107,747
Icaraí de Minas;Municipal;2606,125
Igarapé;Municipal;2868,419
Igaratinga;Municipal;3521,404
Iguatama;Municipal;3267,969
Ijaci;Municipal;3553,276
Ilicínea;Municipal;3468,836
Imbé de Minas;Municipal;2253,886
Inconfidentes;Municipal;3222,536
Indaiabira;Municipal;2653,513
Indianópolis;Municipal;3237,807
Ingaí;Municipal;2453,14
Inhapim;Municipal;2625,843
Inhaúma;Municipal;3146,993
Inimutaba;Municipal;3074,198
Ipaba;Municipal;2115,76
Ipanema;Municipal;2918,373
Ipatinga;Municipal;5355,21
Ipiaçu;Municipal;3207,065
Ipuiúna;Municipal;3590,132
Iraí de Minas;Municipal;3465,555
Itabira;Municipal;3163,126
Itabirinha;Municipal;2910,234
Itabirito;Municipal;5282,849
Itacambira;Municipal;2256,298
Itacarambi;Municipal;3878,754
Itaguara;Municipal;4153,317
Itaipé;Municipal;2087,933
Itajubá;Municipal;4582,651
Itamarandiba;Municipal;3535,333
Itamarati de Minas;Municipal;3377,302
Itambacuri;Municipal;1838,186
Itambé do Mato Dentro;Municipal;2601,207
Itamogi;Municipal;2602,697
Itamonte;Municipal;3209,815
Itanhandu;Municipal;4816,497
Itanhomi;Municipal;3415,873
Itaobim;Municipal;2889,787
Itapagipe;Municipal;2032,662
Itapecerica;Municipal;3703,678
Itapeva;Municipal;3407,782
Itatiaiuçu;Municipal;4616,687
Itaú de Minas;Municipal;5619,1
Itaúna;Municipal;3136,42
Itaverava;Municipal;2597,28
Itinga;Municipal;2656,247
Itueta;Municipal;1680,243
Ituiutaba;Municipal;3699,639
Itumirim;Municipal;2500,63
Iturama;Municipal;5179,219
Itutinga;Municipal;2753,053
Jaboticatubas;Municipal;3769,175
Jacinto;Municipal;2090,735
Jacuí;Municipal;4192,508
Jacutinga;Municipal;2669,163
Jaguaraçu;Municipal;1643,805
Jaíba;Municipal;1963,219
Jampruca;Municipal;1851,161
Janaúba;Municipal;3612,307
Januária;Municipal;3200,943
Japaraíba;Municipal;3264,183
Japonvar;Municipal;
Jeceaba;Municipal;2644,764
Jenipapo de Minas;Municipal;2552,519
Jequeri;Municipal;2188,496
Jequitaí;Municipal;3419,852
Jequitibá;Municipal;1606,561
Jequitinhonha;Municipal;3842,072
Jesuânia;Municipal;2103,517
Joaíma;Municipal;2872,107
Joanésia;Municipal;2440,009
João Monlevade;Municipal;5986,642
João Pinheiro;Municipal;5698,394
Joaquim Felício;Municipal;2215,09
Jordânia;Municipal;1745,759
José Gonçalves de Minas;Municipal;3428,847
José Raydan;Municipal;2388,285
Josenópolis;Municipal;3131,624
Nova União;Municipal;2935,869
Juatuba;Municipal;4940,385
Juiz de Fora;Municipal;5005,239
Juramento;Municipal;2968,172
Juruaia;Municipal;3203,64
Juvenília;Municipal;2077,649
Ladainha;Municipal;2957,153
Lagamar;Municipal;5371,842
Lagoa da Prata;Municipal;4120,076
Lagoa dos Patos;Municipal;2883,363
Lagoa Dourada;Municipal;3329,759
Lagoa Formosa;Municipal;2996,557
Lagoa Grande;Municipal;3596,883
Lagoa Santa;Municipal;3883,773
Lajinha;Municipal;2677,815
Lambari;Municipal;4305,86
Lamim;Municipal;3021,346
Laranjal;Municipal;5027,163
Lassance;Municipal;2493,838
Lavras;Municipal;4676,397
Leandro Ferreira;Municipal;4473,761
Leme do Prado;Municipal;3166,546
Leopoldina;Municipal;3775,704
Liberdade;Municipal;3542,397
Lima Duarte;Municipal;3230,775
Limeira do Oeste;Municipal;4434,763
Lontra;Municipal;2792,809
Luisburgo;Municipal;3247,037
Luislândia;Municipal;2782,615
Luminárias;Municipal;2424,067
Luz;Municipal;4358,87
Machacalis;Municipal;
Machado;Municipal;3335,643
Madre de Deus de Minas;Municipal;3254,179
Malacacheta;Municipal;2860,853
Mamonas;Municipal;4442,345
Manga;Municipal;1628,166
Manhuaçu;Municipal;3083,217
Manhumirim;Municipal;3254,123
Mantena;Municipal;3221,095
Maravilhas;Municipal;2706,108
Mar de Espanha;Municipal;1858,158
Maria da Fé;Municipal;3246,538
Mariana;Municipal;6740,648
Marilac;Municipal;4547,99
Mário Campos;Municipal;3339,551
Maripá de Minas;Municipal;3530,135
Marliéria;Municipal;3955,484
Marmelópolis;Municipal;3114,741
Martinho Campos;Municipal;3469,363
Martins Soares;Municipal;4388,983
Mata Verde;Municipal;3994,634
Materlândia;Municipal;3836,534
Mateus Leme;Municipal;3362,442
Matias Barbosa;Municipal;4043,513
Matias Cardoso;Municipal;1230,879
Matipó;Municipal;1801,068
Mato Verde;Municipal;3400,261
Matozinhos;Municipal;3461,636
Matutina;Municipal;2291,103
Medeiros;Municipal;3189,032
Medina;Municipal;4250,657
Mendes Pimentel;Municipal;2133,748
Mercês;Municipal;3405,549
Mesquita;Municipal;1919,735
Minas Novas;Municipal;3243,008
Minduri;Municipal;3767,236
Mirabela;Municipal;2532,114
Miradouro;Municipal;2272,965
Miraí;Municipal;3170,82
Miravânia;Municipal;2710,732
Moeda;Municipal;3595,227
Moema;Municipal;3627,345
Monjolos;Municipal;3145,963
Monsenhor Paulo;Municipal;3258,477
Montalvânia;Municipal;2678,513
Monte Alegre de Minas;Municipal;3318,727
Monte Azul;Municipal;1847,848
Monte Belo;Municipal;3572,214
Monte Carmelo;Municipal;5126,21
Monte Formoso;Municipal;1743,388
Monte Santo de Minas;Municipal;3016,683
Montes Claros;Municipal;4856,984
Monte Sião;Municipal;3570,312
Montezuma;Municipal;1908,335
Morada Nova de Minas;Municipal;2449,364
Morro da Garça;Municipal;2582,748
Morro do Pilar;Municipal;2985,212
Munhoz;Municipal;2873,174
Muriaé;Municipal;3978,34
Mutum;Municipal;2692,463
Muzambinho;Municipal;3790,736
Nacip Raydan;Municipal;2565,933
Nanuque;Municipal;3428,195
Naque;Municipal;3103,037
Natalândia;Municipal;3072,646
Natércia;Municipal;2540,261
Nazareno;Municipal;3455,21
Nepomuceno;Municipal;2915,318
Ninheira;Municipal;2913,455
Nova Belém;Municipal;3481,524
Nova Era;Municipal;3442,126
Nova Lima;Municipal;7036,158
Nova Módica;Municipal;2913,89
Nova Ponte;Municipal;3448,562
Nova Porteirinha;Municipal;2723,741
Nova Resende;Municipal;2814,955
Nova Serrana;Municipal;3491,596
Novo Cruzeiro;Municipal;4499,447
Novo Oriente de Minas;Municipal;2454,546
Novorizonte;Municipal;2414,933
Olaria;Municipal;4026,825
Olhos-d'Água;Municipal;5245,372
Olímpio Noronha;Municipal;2617,728
Oliveira;Municipal;3548,456
Oliveira Fortes;Municipal;3439,234
Onça de Pitangui;Municipal;4466,547
Oratórios;Municipal;4104,901
Orizânia;Municipal;2272,48
Ouro Branco;Municipal;5200,833
Ouro Fino;Municipal;3892,053
Ouro Preto;Municipal;5041,933
Ouro Verde de Minas;Municipal;3407,666
Padre Carvalho;Municipal;2278,09
Padre Paraíso;Municipal;2192,387
Paineiras;Municipal;2224,422
Pains;Municipal;3942,446
Pai Pedro;Municipal;2682,224
Paiva;Municipal;3506,343
Palma;Municipal;3383,252
Palmópolis;Municipal;2356,675
Papagaios;Municipal;3607,514
Paracatu;Municipal;5170,343
Pará de Minas;Municipal;2414,929
Paraguaçu;Municipal;3280,003
Paraisópolis;Municipal;3416,022
Paraopeba;Municipal;5202,623
Passabém;Municipal;1906,954
Passa Quatro;Municipal;4655,308
Passa Tempo;Municipal;3513,245
Passa Vinte;Municipal;3298,643
Passos;Municipal;3728,566
Patis;Municipal;2790,352
Patos de Minas;Municipal;4189,069
Patrocínio;Municipal;3283,214
Patrocínio do Muriaé;Municipal;6208,863
Paula Cândido;Municipal;3131,785
Paulistas;Municipal;3516,939
Pavão;Municipal;2244,716
Peçanha;Municipal;1600,714
Pedra Azul;Municipal;3180,855
Pedra Bonita;Municipal;2505,432
Pedra do Anta;Municipal;4430,257
Pedra do Indaiá;Municipal;2814,444
Pedra Dourada;Municipal;
Pedralva;Municipal;3375,642
Pedras de Maria da Cruz;Municipal;3229,338
Pedrinópolis;Municipal;2469,064
Pedro Leopoldo;Municipal;3459,947
Pedro Teixeira;Municipal;2669,877
Pequeri;Municipal;3575,039
Pequi;Municipal;3332,513
Perdigão;Municipal;3578,505
Perdizes;Municipal;3177,598
Perdões;Municipal;4050,83
Periquito;Municipal;1597,721
Pescador;Municipal;2404,955
Piau;Municipal;5087,893
Piedade de Caratinga;Municipal;2935,984
Piedade de Ponte Nova;Municipal;2933,144
Piedade do Rio Grande;Municipal;3288,081
Piedade dos Gerais;Municipal;2756,881
Pimenta;Municipal;3094,354
Pingo d'Água;Municipal;2386,992
Pintópolis;Municipal;2096,382
Piracema;Municipal;4255,146
Pirajuba;Municipal;3086,381
Piranga;Municipal;3854,017
Piranguçu;Municipal;5012,469
Piranguinho;Municipal;3717,807
Pirapetinga;Municipal;4368,087
Pirapora;Municipal;3578,407
Piraúba;Municipal;3578,908
Pitangui;Municipal;2637,004
Piumhi;Municipal;2577,384
Planura;Municipal;4203,782
Poço Fundo;Municipal;3989,401
Poços de Caldas;Municipal;4182,615
Pocrane;Municipal;1964,997
Pompéu;Municipal;3987,039
Ponte Nova;Municipal;4336,565
Ponto Chique;Municipal;1611,905
Ponto dos Volantes;Municipal;2592,225
Porteirinha;Municipal;4335,128
Porto Firme;Municipal;3665,464
Poté;Municipal;3839,511
Pouso Alegre;Municipal;6332,129
Pouso Alto;Municipal;3304,434
Prados;Municipal;4134,761
Prata;Municipal;3402,086
Pratápolis;Municipal;2912,7
Pratinha;Municipal;4760,126
Presidente Bernardes;Municipal;1763,341
Presidente Juscelino;Municipal;2571,611
Presidente Kubitschek;Municipal;2211,081
Presidente Olegário;Municipal;5118,913
Alto Jequitibá;Municipal;3536,695
Prudente de Morais;Municipal;3105,739
Quartel Geral;Municipal;3721,858
Queluzito;Municipal;2348,135
Raposos;Municipal;3353,095
Raul Soares;Municipal;5492,477
Recreio;Municipal;1814,645
Reduto;Municipal;3113,435
Resende Costa;Municipal;4280,102
Resplendor;Municipal;2990,151
Ressaquinha;Municipal;2406,695
Riachinho;Municipal;3924,463
Riacho dos Machados;Municipal;2227,671
Ribeirão das Neves;Municipal;4015,546
Ribeirão Vermelho;Municipal;3359,244
Rio Acima;Municipal;5437,026
Rio Casca;Municipal;4031,764
Rio Doce;Municipal;3224,165
Rio do Prado;Municipal;2350,065
Rio Espera;Municipal;2780,225
Rio Manso;Municipal;3929,665
Rio Novo;Municipal;3779,391
Rio Paranaíba;Municipal;4401,646
Rio Pardo de Minas;Municipal;2850,586
Rio Piracicaba;Municipal;5116,449
Rio Pomba;Municipal;4248,552
Rio Preto;Municipal;3468,505
Rio Vermelho;Municipal;3368,87
Ritápolis;Municipal;3798,358
Rochedo de Minas;Municipal;4230,364
Rodeiro;Municipal;3757,279
Romaria;Municipal;4210,292
Rosário da Limeira;Municipal;2653,373
Rubelita;Municipal;
Rubim;Municipal;2906,612
Sabará;Municipal;5152,974
Sabinópolis;Municipal;2003,394
Sacramento;Municipal;3982,325
Salinas;Municipal;2825,565
Salto da Divisa;Municipal;3114,154
Santa Bárbara;Municipal;4375,898
Santa Bárbara do Leste;Municipal;3442,879
Santa Bárbara do Monte Verde;Municipal;2735,865
Santa Bárbara do Tugúrio;Municipal;2424,467
Santa Cruz de Minas;Municipal;3171,182
Santa Cruz de Salinas;Municipal;2192,332
Santa Cruz do Escalvado;Municipal;2866,926
Santa Efigênia de Minas;Municipal;2426,369
Santa Fé de Minas;Municipal;1779,803
Santa Helena de Minas;Municipal;2080,676
Santa Juliana;Municipal;4930,117
Santa Luzia;Municipal;7551,884
Santa Margarida;Municipal;3109,673
Santa Maria de Itabira;Municipal;5132,188
Santa Maria do Salto;Municipal;2898,472
Santa Maria do Suaçuí;Municipal;1892,453
Santana da Vargem;Municipal;3260,593
Santana de Cataguases;Municipal;4408,478
Santana de Pirapama;Municipal;2271,034
Santana do Deserto;Municipal;3474,247
Santana do Garambéu;Municipal;2800,88
Santana do Jacaré;Municipal;3683,528
Santana do Manhuaçu;Municipal;3204,049
Santana do Paraíso;Municipal;3396,419
Santana do Riacho;Municipal;3127,627
Santana dos Montes;Municipal;3580,199
Santa Rita de Caldas;Municipal;5316,875
Santa Rita de Jacutinga;Municipal;3037,272
Santa Rita de Minas;Municipal;3884,741
Santa Rita de Ibitipoca;Municipal;3153,072
Santa Rita do Itueto;Municipal;2031,625
Santa Rita do Sapucaí;Municipal;3565,462
Santa Rosa da Serra;Municipal;1715,284
Santa Vitória;Municipal;4566,991
Santo Antônio do Amparo;Municipal;2861,536
Santo Antônio do Aventureiro;Municipal;3241,134
Santo Antônio do Grama;Municipal;2461,918
Santo Antônio do Itambé;Municipal;3303,685
Santo Antônio do Jacinto;Municipal;2993,89
Santo Antônio do Monte;Municipal;2616,656
Santo Antônio do Retiro;Municipal;2561,594
Santo Antônio do Rio Abaixo;Municipal;3119,133
Santo Hipólito;Municipal;3285,035
Santos Dumont;Municipal;3532,611
São Bento Abade;Municipal;3986,184
São Brás do Suaçuí;Municipal;3539,357
São Domingos das Dores;Municipal;2893,992
São Domingos do Prata;Municipal;3572,987
São Félix de Minas;Municipal;2632,363
São Francisco;Municipal;3780,453
São Francisco de Paula;Municipal;3726,164
São Francisco de Sales;Municipal;3679,738
São Francisco do Glória;Municipal;
São Geraldo;Municipal;3229,003
São Geraldo da Piedade;Municipal;2151,504
São Geraldo do Baixio;Municipal;1523,445
São Gonçalo do Abaeté;Municipal;3380,58
São Gonçalo do Pará;Municipal;4312,567
São Gonçalo do Rio Abaixo;Municipal;5317,302
São Gonçalo do Sapucaí;Municipal;3714,509
São Gotardo;Municipal;3850,743
São João Batista do Glória;Municipal;4260,558
São João da Lagoa;Municipal;2679,058
São João da Mata;Municipal;3271,632
São João da Ponte;Municipal;2899,658
São João das Missões;Municipal;2063,346
São João del Rei;Municipal;4092,551
São João do Manhuaçu;Municipal;3163,915
São João do Manteninha;Municipal;3226,299
São João do Oriente;Municipal;1951,214
São João do Pacuí;Municipal;2510,261
São João do Paraíso;Municipal;2642,636
São João Evangelista;Municipal;4933,553
São João Nepomuceno;Municipal;3107,101
São Joaquim de Bicas;Municipal;4966,069
São José da Barra;Municipal;3858,559
São José da Lapa;Municipal;2797,567
São José da Safira;Municipal;2352,448
São José da Varginha;Municipal;3587,738
São José do Alegre;Municipal;3818,742
São José do Divino;Municipal;2179,932
São José do Goiabal;Municipal;3411,031
São José do Jacuri;Municipal;2695,072
São José do Mantimento;Municipal;2850,053
São Lourenço;Municipal;5728,656
São Miguel do Anta;Municipal;4975,643
São Pedro da União;Municipal;3643,212
São Pedro dos Ferros;Municipal;3884,546
São Pedro do Suaçuí;Municipal;2746,974
São Romão;Municipal;1534,008
São Roque de Minas;Municipal;4085,295
São Sebastião da Bela Vista;Municipal;3346,019
São Sebastião da Vargem Alegre;Municipal;3310,257
São Sebastião do Anta;Municipal;2937,216
São Sebastião do Maranhão;Municipal;1852,609
São Sebastião do Oeste;Municipal;3175,419
São Sebastião do Paraíso;Municipal;4076,333
São Sebastião do Rio Preto;Municipal;1699,337
São Sebastião do Rio Verde;Municipal;3729,937
São Tiago;Municipal;3023,05
São Tomás de Aquino;Municipal;2706,918
São Tomé das Letras;Municipal;2021,545
São Vicente de Minas;Municipal;3660,129
Sapucaí-Mirim;Municipal;2514,358
Sardoá;Municipal;1971,094
Sarzedo;Municipal;3305,294
Setubinha;Municipal;2204,525
Sem-Peixe;Municipal;3199,551
Senador Amaral;Municipal;2727,166
Senador Cortes;Municipal;3400,71
Senador Firmino;Municipal;5565,423
Senador José Bento;Municipal;4601,639
Senador Modestino Gonçalves;Municipal;2279,566
Senhora de Oliveira;Municipal;3247,091
Senhora do Porto;Municipal;2396,302
Senhora dos Remédios;Municipal;2695,321
Sericita;Municipal;1318,069
Seritinga;Municipal;2044,238
Serra Azul de Minas;Municipal;3158,998
Serra da Saudade;Municipal;1654,684
Serra dos Aimorés;Municipal;1984,07
Serra do Salitre;Municipal;4150,629
Serrania;Municipal;2845,285
Serranópolis de Minas;Municipal;1927,927
Serranos;Municipal;3823,582
Serro;Municipal;3811,799
Sete Lagoas;Municipal;4801,049
Silveirânia;Municipal;3193,579
Silvianópolis;Municipal;3101,843
Simão Pereira;Municipal;4402,573
Simonésia;Municipal;2723,583
Sobrália;Municipal;3515,453
Soledade de Minas;Municipal;5246,95
Tabuleiro;Municipal;4690,492
Taiobeiras;Municipal;3779,68
Taparuba;Municipal;2935,63
Tapira;Municipal;3425,361
Tapiraí;Municipal;3323,889
Taquaraçu de Minas;Municipal;4145,142
Tarumirim;Municipal;2257,34
Teixeiras;Municipal;2524,747
Teófilo Otoni;Municipal;4031,79
Timóteo;Municipal;4872,208
Tiradentes;Municipal;3981,472
Tiros;Municipal;3094,324
Tocantins;Municipal;3516,418
Tocos do Moji;Municipal;2922,621
Toledo;Municipal;2667,299
Tombos;Municipal;3579,997
Três Corações;Municipal;3890,879
Três Marias;Municipal;3441,491
Três Pontas;Municipal;4686,343
Tumiritinga;Municipal;1672,652
Tupaciguara;Municipal;6027,86
Turmalina;Municipal;3231,159
Turvolândia;Municipal;3352,004
Ubá;Municipal;4159,8
Ubaí;Municipal;2465,854
Ubaporanga;Municipal;3347,818
Uberaba;Municipal;4683,514
Uberlândia;Municipal;5399,763
Umburatiba;Municipal;1612,271
Unaí;Municipal;4603,135
União de Minas;Municipal;2638,564
Uruana de Minas;Municipal;2289,926
Urucânia;Municipal;3688,013
Urucuia;Municipal;2849,918
Vargem Alegre;Municipal;4175,868
Vargem Bonita;Municipal;3656,551
Vargem Grande do Rio Pardo;Municipal;3687,507
Varginha;Municipal;3461,711
Varjão de Minas;Municipal;4344,758
Várzea da Palma;Municipal;4515,897
Varzelândia;Municipal;3640,178
Vazante;Municipal;2429,846
Verdelândia;Municipal;2346,068
Veredinha;Municipal;2988,607
Veríssimo;Municipal;5563,189
Vermelho Novo;Municipal;3450,409
Vespasiano;Municipal;2409,017
Viçosa;Municipal;5869,268
Vieiras;Municipal;2076,745
Mathias Lobato;Municipal;2464,649
Virgem da Lapa;Municipal;3682,7
Virgínia;Municipal;3675,723
Virginópolis;Municipal;1527,899
Virgolândia;Municipal;3650,214
Visconde do Rio Branco;Municipal;3855,693
Volta Grande;Municipal;3192,923
Wenceslau Braz;Municipal;4312,699
Afonso Cláudio;Municipal;2928,451
Águia Branca;Municipal;2649,123
Água Doce do Norte;Municipal;4771,451
Alegre;Municipal;4201,055
Alfredo Chaves;Municipal;2747,885
Alto Rio Novo;Municipal;3109,832
Anchieta;Municipal;5706,541
Apiacá;Municipal;3194,572
Aracruz;Municipal;4396,869
Atílio Vivacqua;Municipal;
Baixo Guandu;Municipal;3854,557
Barra de São Francisco;Municipal;3438,154
Boa Esperança;Municipal;2038,227
Bom Jesus do Norte;Municipal;2228,753
Brejetuba;Municipal;3194,938
Cachoeiro de Itapemirim;Municipal;3405,342
Cariacica;Municipal;4054,706
Castelo;Municipal;3552,381
Colatina;Municipal;4420,261
Conceição da Barra;Municipal;3049,305
Conceição do Castelo;Municipal;3608,6
Divino de São Lourenço;Municipal;4915,701
Domingos Martins;Municipal;3319,214
Dores do Rio Preto;Municipal;3448,419
Ecoporanga;Municipal;3783,278
Fundão;Municipal;3797,666
Governador Lindenberg;Municipal;3762,088
Guaçuí;Municipal;4783,735
Guarapari;Municipal;
Ibatiba;Municipal;3435,063
Ibiraçu;Municipal;3076,962
Ibitirama;Municipal;3456,543
Iconha;Municipal;3587,929
Irupi;Municipal;3566,883
Itaguaçu;Municipal;2748,171
Itapemirim;Municipal;4494,225
Itarana;Municipal;3131,763
Iúna;Municipal;3356,133
Jaguaré;Municipal;3178,766
Jerônimo Monteiro;Municipal;3329,043
João Neiva;Municipal;3676,907
Laranja da Terra;Municipal;3575,234
Linhares;Municipal;4034,871
Mantenópolis;Municipal;4746,542
Marataízes;Municipal;3808,361
Marechal Floriano;Municipal;3003,677
Marilândia;Municipal;2808,609
Mimoso do Sul;Municipal;4179,868
Montanha;Municipal;4640,198
Mucurici;Municipal;3375,833
Muniz Freire;Municipal;5305,656
Muqui;Municipal;3376,243
Nova Venécia;Municipal;2950,79
Pancas;Municipal;3805,058
Pedro Canário;Municipal;3782,435
Pinheiros;Municipal;4027,773
Piúma;Municipal;4464,273
Ponto Belo;Municipal;1559,222
Presidente Kennedy;Municipal;4667,255
Rio Bananal;Municipal;3176,568
Rio Novo do Sul;Municipal;3853,622
Santa Leopoldina;Municipal;4230,621
Santa Maria de Jetibá;Municipal;4395,282
Santa Teresa;Municipal;2664,646
São Domingos do Norte;Municipal;3259,263
São Gabriel da Palha;Municipal;4427,114
São José do Calçado;Municipal;2752,442
São Mateus;Municipal;5678,315
São Roque do Canaã;Municipal;2788,232
Serra;Municipal;6283,965
Sooretama;Municipal;2138,895
Vargem Alta;Municipal;3301,241
Venda Nova do Imigrante;Municipal;3701,053
Viana;Municipal;3621,963
Vila Pavão;Municipal;3594,367
Vila Valério;Municipal;3170,276
Vila Velha;Municipal;3941,882
Vitória;Municipal;5516,881
Angra dos Reis;Municipal;7883,927
Aperibé;Municipal;4382,781
Araruama;Municipal;3192,539
Areal;Municipal;3770,431
Armação dos Búzios;Municipal;4957,913
Arraial do Cabo;Municipal;4958,039
Barra do Piraí;Municipal;3697,6
Barra Mansa;Municipal;2911,063
Belford Roxo;Municipal;4055,208
Bom Jardim;Municipal;4462,438
