municipio;esfera;rend_medio_bruto_2018
Trindade;Municipal;3485,703
Trombas;Municipal;2808,941
Turvânia;Municipal;3938,474
Turvelândia;Municipal;3586,073
Uirapuru;Municipal;
Uruaçu;Municipal;4859,29
Uruana;Municipal;3435,072
Urutaí;Municipal;2587,16
Valparaíso de Goiás;Municipal;3990,352
Varjão;Municipal;2383,701
Vianópolis;Municipal;3981,477
Vicentinópolis;Municipal;3746,96
Vila Boa;Municipal;3759,221
Vila Propício;Municipal;1737,72
