cod;escola;zona;esfera
11019190;EMEF FERNAO DIAS PAES;Rural;Municipal
11019581;EMEF SUED ALVES;Rural;Municipal
11045647;EMEF JOSE SERAFIM BARBOSA;Rural;Municipal
11045655;EMEF EUCLIDES SEVERO DA SILVA;Rural;Municipal
11005360;EEEFM PAULO FREIRE;Urbana;Estadual
11031000;EPMEF AMADO FONTES;Rural;Municipal
11031298;EEEFM NILO COELHO;Urbana;Estadual
11031352;EPMEIEF QUINTINO BOCAIUVA;Rural;Municipal
11042630;EPMEF CECILIA MEIRELES;Urbana;Municipal
11019727;EMEIEF DUQUE DE CAXIAS;Rural;Municipal
11019743;EEEF FLORIZEL LAMEGO FERRARI;Urbana;Estadual
11019778;EMEIEF JORGE DE LIMA;Rural;Municipal
11019948;EEEFM MIGRANTES;Urbana;Estadual
11019956;INSTITUTO ADVENTISTA DA AMAZONIA OCIDENTAL;Rural;Privada
11040769;EIEEFM AMONDAWA;Rural;Estadual
11010665;EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA;Urbana;Estadual
11010932;EMEIMEF MARIO PALMERIO;Rural;Municipal
11010940;EEEFM MATO GROSSO;Urbana;Estadual
11038144;EMEIEF JUSTINO LUIZ RONCONI;Rural;Municipal
11043210;EMEF 22 DE ABRIL;Rural;Municipal
11017120;EEEFM MARIA GORETTI;Urbana;Estadual
11042664;EMEIEF POLO PAULO FREIRE;Rural;Municipal
11031689;EEEFM BENEDITO LAURINDO GONCALVES;Urbana;Estadual
11031867;EMEF DOM PEDRO II;Rural;Municipal
11043610;EMEIEF JOSE CESTARI;Urbana;Municipal
11049065;EIEEF YASYMYU TANHATA KWAZA;Rural;Estadual
11035080;EEEFM INACIO DE CASTRO;Urbana;Estadual
11031913;EEEFM ESTACIO DE SA;Rural;Estadual
11032189;EEFM JOSE SEVERINO DOS SANTOS;Urbana;Estadual
11031964;EEEFM FELIPE CAMARAO;Urbana;Estadual
11032359;EEEFM MONTEIRO LOBATO;Urbana;Estadual
11005475;EEEFM CAMPOS SALES;Urbana;Estadual
11005742;EPMEFM PEREIRA E CACERES;Rural;Municipal
11046619;EPMEFM NEUSA DE OLIVEIRA BRAVIN;Rural;Municipal
11046961;EEEFM MARCILENE CARVALHO RICARDO;Urbana;Estadual
11047437;EPMEF CLODOALDO SPLICIGO;Rural;Municipal
11048093;EIEEFM IRIA DOS REIS FREITAS;Rural;Estadual
11022884;EEEF RUI BARBOSA DE OLIVEIRA;Urbana;Estadual
11024097;EEEFM OSWALDO PIANNA;Urbana;Estadual
11017384;EEEFM PIONEIRA;Urbana;Estadual
11041196;EMEF SEBASTIAO AMORIM DA SILVA;Urbana;Municipal
11020296;E M E I E F PAPA PAULO VI;Rural;Municipal
11020326;EEEFM PRIMAVERA;Urbana;Estadual
11040238;EMEIEF MANOEL RIBEIRO;Rural;Municipal
11041340;EMEIEF JOAO MARQUES FERREIRA;Rural;Municipal
11041692;EMEIEF JOSILEI DA SILVA NASCIMENTO;Rural;Municipal
11047240;EMEIEF JOSUE DE CASTRO;Rural;Municipal
11020490;EMEF ALPHONSUS DE GUIMARAES;Rural;Municipal
11020504;EEEFM ALTAMIR BILLY SOARES;Urbana;Estadual
11020610;EMEIF EUCLIDES DA CUNHA;Rural;Municipal
11023473;EMEIF NOVA ESTRELA;Rural;Municipal
11046449;EMEF ADEILDO MARTINS;Urbana;Municipal
11008105;EEEFM BARTOLOMEU LOURENCO DE GUSMAO;Urbana;Estadual
11021217;EMEIEF JORGE TEIXEIRA;Rural;Municipal
11021403;EEEFM TUBARAO;Urbana;Estadual
11043903;EMEF PROFESSORA IVONETE VENANCIO;Urbana;Municipal
11045205;APPEFA - ASSOCIACAO DE PAIS E PROFESSORES DA ESCOLA FAMILIA AGRICOLA DE VALE DO PARAISO;Rural;Privada
12008966;ESC ALTINA MAGALHAES DA SILVA;Rural;Municipal
12009164;ESC MARIA DE JESUS RIBEIRO;Rural;Estadual
12009229;ESC PROF PEDRO DE CASTRO MEIRELES;Urbana;Estadual
12018422;ESC SANTA LUCIA III;Rural;Estadual
12015946;ESC PROF IRIS CELIA CABANELLAS ZANNINI;Urbana;Estadual
12021741;ESC INDIGENA SETE ESTRELAS;Rural;Estadual
12016250;ESC CEL MANOEL FONTENELE DE CASTRO;Urbana;Estadual
12017027;ESC INSTITUTO ODILON PRATAGI;Urbana;Estadual
12026948;ESC VALERIA BISPO SABALA;Rural;Estadual
12009369;ESC SAO JOAO BATISTA;Urbana;Estadual
12009466;ESC JOSE CESARIO DE FARIAS;Rural;Municipal
12009725;ESC ARGENTINA PEREIRA FEITOSA;Urbana;Estadual
12023396;ESC NOVA ESPERANCA;Rural;Estadual
12030899;ESC ARISTON FERREIRA DA CUNHA;Rural;Estadual
12000094;ESC COLEGIO CRISTAO CRUZEIRO;Urbana;Estadual
12000108;ESC PRESIDENTE TANCREDO DE ALMEIDA NEVES;Urbana;Estadual
12000159;ESC 7 DE SETEMBRO;Rural;Estadual
12000167;ESC ABSOLON MOREIRA;Urbana;Estadual
12000248;ESC ANTONIO FERREIRA GOMES;Rural;Municipal
12000280;ESC AUGUSTO SEVERO;Rural;Estadual
12000370;ESC CORA CORALINA;Rural;Estadual
12000442;ESC COMANDANTE BRAZ DE AGUIAR;Urbana;Estadual
12000663;ESC GOVERNADOR HUGO CARNEIRO;Urbana;Estadual
12000736;ESC JOAO KUBITSCHEK;Urbana;Estadual
12000914;ESC MADRE ADELGUNDES BECKER;Urbana;Estadual
12000930;ESC MANOEL BRAZ DE MELO;Rural;Estadual
12000973;ESC MARCILIO NUNES RIBEIRO II;Rural;Estadual
12001015;ESC MARIA DE NAZARE SANTIAGO;Rural;Estadual
12001104;ESC NORBERTO ASSUNCAO CAVALCANTE;Rural;Estadual
12001139;ESC OLAVO BILAC;Rural;Estadual
12001147;ESC PADRE MARCELINO CHAMPAGNAT;Urbana;Municipal
12001163;ESC PADRE CARLOS KUNZ;Urbana;Estadual
12001171;ESC PADRE CRISTOVAO FREIRE ARNAUD;Urbana;Municipal
12001180;ESC PADRE DAMIAO;Urbana;Estadual
12001228;ESC PLACIDO DE CASTRO;Rural;Estadual
12001260;ESC PRESBITERIANA DE CRUZEIRO DO SUL;Urbana;Estadual
12001279;ESC PROFESSOR ANTONIO DE BARROS FREIRE;Urbana;Estadual
12001333;ESC REGO BARROS;Urbana;Estadual
12001341;ESC JOAO BUSSONS;Rural;Municipal
12001392;ESC RUI BARBOSA;Urbana;Municipal
12001422;ESC SANTA RITA;Rural;Estadual
12001457;ESCOLA SAO JOSE;Urbana;Estadual
12001554;ESC SANTA LUZIA;Rural;Estadual
12001627;ESC VISCONDE DO RIO BRANCO;Rural;Estadual
12001686;ESC INSTITUTO SANTA TERESINHA;Urbana;Privada
12021962;ESC MARIA LIMA DE SOUZA;Urbana;Estadual
12027286;ESC PROFESSORA NEUZA BERNARDINO DE SOUZA;Rural;Municipal
12027901;ESC NISE VARELA;Urbana;Municipal
12029718;ESC MAGIA DO SABER;Rural;Estadual
12033537;ESC COLEGIO MILITAR DOM PEDRO II - CZS;Urbana;Estadual
12097225;ESC INDIGENA TAMAKAYA;Rural;Estadual
12017060;ESC LUIZ GONZAGA DA ROCHA;Rural;Estadual
12017094;ESC BRASIL BOLIVIA;Urbana;Estadual
12017108;ESC JOANA RIBEIRO AMED;Urbana;Estadual
12003930;ESC NANZIO MAGALHAES;Urbana;Estadual
12004170;ESC RAIMUNDO AUGUSTO DE ARAUJO;Urbana;Estadual
12004596;ESC INDIGENA HUNI KUI SIA;Rural;Estadual
12005037;ESC VICENTE CELSO BRANDAO;Urbana;Estadual
12022586;ESC GABRIEL FELIX DE AGUIAR;Rural;Municipal
12022608;ESC IVO NEVES DE SOUZA;Rural;Municipal
12027251;ESC PROFESSORA ARLETE ALMEIDA;Rural;Municipal
12027596;ESC PROFESSORA ENEZILIA PIRES;Rural;Municipal
12068233;ESC SAO FRANCISCO;Rural;Municipal
12005126;ESC BERNARDO ABDON DA SILVA;Urbana;Municipal
12030155;ESC JAIRO DE FIGUEIREDO MELO;Urbana;Estadual
12001791;ESC SAO FRANCISCO;Urbana;Estadual
12001805;ESC 1º DE MAIO;Rural;Estadual
12001821;ESC INDIGENA IXUBAY RABUI PUYANAWA;Rural;Estadual
12001945;ESC ANTONIO OLIVEIRA DANTAS;Urbana;Estadual
12001961;ESC BELARMINO DE MENDONCA;Urbana;Estadual
12002046;ESC FRANCISCO FREIRE DE CARVALHO;Urbana;Estadual
12002275;ESC INDIGENA PEDRO ANTONIO DE OLIVEIRA;Rural;Estadual
12006920;ESC NAZIRA ANUTE DE LIMA;Urbana;Estadual
12002410;ESC 24 DE JANEIRO;Rural;Municipal
12002461;ESC ANTONIO RUBENS PINHEIRO;Rural;Municipal
12002585;ESC GRACILIANO RAMOS;Rural;Municipal
12002674;ESC JOAO PRAXEDES;Rural;Municipal
12002763;ESC JOSE PINTO PEREIRA;Rural;Municipal
12002771;ESC JUSTINIANO DE SERPA;Urbana;Municipal
12002828;ESC MARNIZIA CRUZ;Rural;Municipal
12002887;ESC PRAXEDES BRANDAO;Rural;Municipal
12002909;ESC INDIGENA SAMUEL PIANKO;Rural;Municipal
12002925;ESC SAO RAIMUNDO;Rural;Municipal
12002950;ESC ZILDA VASCONCELOS;Rural;Municipal
12018902;ESC TANCREDO DE ALMEIDA NEVES;Rural;Municipal
12021130;ESC POLETA FERREIRA DA COSTA;Rural;Municipal
12021792;ESC ERNESTINA RODRIGUES FERREIRA;Rural;Municipal
12023000;ESC PERCILIA GOMES BARBOSA;Rural;Municipal
12023027;ESC JOSEFA LOPES DA CUNHA;Rural;Municipal
12026310;ESC LEONTINA GOMES DA SILVA;Rural;Municipal
12026387;ESC ANTONIO PEDRO RODRIGUES;Rural;Municipal
12027081;ESC JOAO ALVES BEZERRA;Rural;Municipal
12027634;ESC INDIGENA CHAVE DA CULTURA;Rural;Municipal
12032816;ESC INDIGENA HILDA SIQUEIRA;Rural;Municipal
12010189;ESC FRANKLIN ROOSEVELT;Urbana;Estadual
12010340;ESC JOSE VALMIR DE LIMA;Urbana;Municipal
12010588;ESC FLAVIA BARROS PIMENTEL;Rural;Estadual
12010626;ESC PROF CARLOS JOSE DOS SANTOS;Rural;Municipal
12010731;ESC SAO LUIZ GONZAGA;Rural;Estadual
12019135;ESC JOSE FRANCISCO DA SILVA;Urbana;Estadual
12023760;ESC JOAO BATISTA LOPES DE LIMA;Rural;Municipal
12002984;ESC ADOZINDA DO VALE VIEIRA;Rural;Municipal
12003000;ESC ALFREDO SALES;Rural;Municipal
12003034;ESC INDIGENA ARARA INDIGENA;Rural;Estadual
12003050;ESC BORGES DE AQUINO;Urbana;Estadual
12003077;ESC CHATCAUBRIAND BEZERRA;Rural;Municipal
12003166;ESC GABRIEL ARCANJO DO NASCIMENTO II;Rural;Municipal
12003190;ESC HELENA NOBRE;Rural;Municipal
12003239;ESC JOSE INACIO DA SILVA II;Rural;Municipal
12003263;ESC INDIGENA LIMA DO VALE;Rural;Estadual
12003360;ESC NOSSA SENHORA APARECIDA;Rural;Municipal
12003506;ESC SAO JOSE;Rural;Municipal
12003522;ESC VENCESLAU BRAZ;Rural;Municipal
12021539;ESC OSCAR RIBEIRO BARBOSA;Rural;Municipal
12027103;ESC INDIGENA AUGUSTINHO VARELLA;Rural;Estadual
12027111;ESC INDIGENA NAPOLEAO PEREIRA FELEX;Rural;Estadual
12062227;ESC INDIGENA JOANA SIQUEIRA LIMA;Rural;Estadual
12010910;ESC CENTRO DE INTEGRACAO E CULTURA ALTERNATIVO;Urbana;Privada
12010928;COLEGIO ADVENTISTA DE RIO BRANCO;Urbana;Privada
12010936;ESC CENTRO EDUCACIONAL E CULTURAL - META;Urbana;Privada
12011070;ESC AGNALDO MORENO;Rural;Estadual
12011142;ESC ANTONIA FERNANDES DE FREITAS;Urbana;Estadual
12011150;ESC ARACY CERQUEIRA;Rural;Estadual
12011320;ESC CAPITAO EDGAR CERQUEIRA FILHO;Rural;Estadual
12011401;ESC CLINIO BRANDAO;Urbana;Estadual
12011410;ESC COLEGIO DE APLICACAO UFAC;Urbana;Federal
12011428;ESC COLEGIO ACREANO;Urbana;Estadual
12011517;ESC DR JOAO BATISTA AGUIAR;Urbana;Estadual
12011550;ESC NEUTEL MAIA;Urbana;Estadual
12011584;ESC ALCIMAR NUNES LEITAO;Urbana;Estadual
12011665;ESC DR CARLOS VASCONCELOS;Urbana;Estadual
12011703;ESC DR MARIO DE OLIVEIRA;Urbana;Estadual
12011860;ESC JOAO MARIANO DA SILVA;Urbana;Estadual
12011932;ESC MARILDA GOUVEIA VIANA;Urbana;Estadual
12012025;ESC MARIA CHALUB LEITE;Urbana;Estadual
12012041;ESC REINALDO PEREIRA DA SILVA;Urbana;Estadual
12012050;ESC RAIMUNDO HERMINIO DE MELO;Urbana;Estadual
12012076;ESC ROBERTO SANCHES MUBARAC;Urbana;Estadual
12012106;ESC SENADOR ADALBERTO SENA;Urbana;Estadual
12012130;ESC ZULEIDE PEREIRA DE SOUZA;Urbana;Estadual
12012360;ESC DR SANTIAGO DANTAS;Rural;Estadual
12012416;ESC ENA OLIVEIRA DE PAULA;Rural;Estadual
12012564;ESC HENRIQUE LIMA;Urbana;Estadual
12012750;ESC LEONCIO DE CARVALHO;Urbana;Estadual
12012823;ESC MAJOR JOAO CANCIO;Rural;Estadual
12012904;ESC CENTRO EDUCACIONAL MARILIA SANTANA - ESCOLA SESI;Urbana;Privada
12013013;ESC LOURIVAL SOMBRA PEREIRA LIMA;Urbana;Estadual
12013161;ESC NOVA ESPERANCA;Rural;Estadual
12013242;ESC PADRE CARLOS CASAVECCHIA;Urbana;Estadual
12013293;ESC PADRE DIOGO FEIJO;Urbana;Estadual
12013340;ESC PRESBITERIANA JOAO CALVINO;Urbana;Estadual
12013358;ESC PRIMEIRO PASSO;Urbana;Privada
12013374;ESC PROF BERTA VIEIRA DE ANDRADE;Urbana;Estadual
12013404;ELOZIRA DOS SANTOS THOME;Urbana;Estadual
12013471;ESC RAIMUNDO GOMES DE OLIVEIRA;Urbana;Estadual
12013510;ESC PROF DALVA DE SOUZA DAS NEVES;Rural;Estadual
12013579;ESC RUY AZEVEDO;Rural;Estadual
12013595;ESC SAO PEDRO I;Rural;Estadual
12013633;ESC SANTA MARIA II;Rural;Estadual
12013684;ESC SAO CAMILO;Rural;Estadual
12013889;ESC SERAFIM DA SILVA SALGADO;Urbana;Estadual
12014001;ESC SANTO ANTONIO II;Rural;Estadual
12014052;ESC TANCREDO DE ALMEIDA NEVES;Urbana;Estadual
12014060;ESC THEODOLINA FALCAO MACEDO;Urbana;Estadual
12014370;ESC INSTITUTO IMACULADA CONCEICAO;Urbana;Privada
12014389;ESC INSTITUTO SAO JOSE;Urbana;Estadual
12019054;ESC COLEGIO PINGO DE OURO;Urbana;Privada
12020192;ESC MANOEL MACHADO;Rural;Estadual
12021245;ESC CLAUDIO AUGUSTO FERREIRA DE SALES;Rural;Estadual
12021717;ESC DJALMA TELES GALDINO;Urbana;Estadual
12022969;ESC ASSOCIACAO MODELAR DE ENSINO A M E;Urbana;Privada
12026530;ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO;Urbana;Privada
12027359;ESC PAULO FREIRE;Urbana;Estadual
12028754;ESC WILSON PINHEIRO;Rural;Estadual
12028835;COLEGIO LATO SENSU;Urbana;Privada
12029491;ESC LINDAURA MARTINS LEITAO;Urbana;Estadual
12030562;ESC DARQUINHO;Urbana;Estadual
12031682;ESC COLEGIO SIGMA;Urbana;Privada
12032115;ESC PROF MARINA VICENTE GOMES;Urbana;Estadual
12032468;ESC FREI HEITOR MARIA TURRINI;Urbana;Estadual
12032859;ESC COLEGIO BATISTA BETEL;Urbana;Privada
12033359;ESC COLEGIO MILITAR TIRADENTES;Urbana;Estadual
12033367;ESC COLEGIO MILITAR DOM PEDRO II;Urbana;Estadual
12033545;ESC INSTITUTO AGUIAS DO SABER;Urbana;Privada
12044636;ESC PROF PEDRO MARTINELLO;Urbana;Estadual
12049220;ESC EDILSON FACANHA;Urbana;Estadual
12091251;ESC PROF TEREZINHA MIGUEIS;Urbana;Estadual
12003590;ESC CUNHA VASCONCELOS;Urbana;Estadual
12003638;ESC FELICISSIMO NEGREIROS;Rural;Estadual
12003760;ESC JOSE DE SOUZA MARTINS;Rural;Estadual
12003867;ESC NUNES CORREIA;Rural;Estadual
12022004;ESC FRANCISCO BRAGA DE SOUZA;Urbana;Estadual
12028479;ESC MANOEL CARNEIRO DE MESSIAS;Rural;Estadual
12007021;ESC ANTONIA FERNANDES DE MOURA;Urbana;Municipal
12009997;ESC BOM DESTINO;Rural;Estadual
12014532;ESC BRIGADEIRO EDUARDO GOMES;Urbana;Municipal
12014591;ESC 15 DE JUNHO;Urbana;Estadual
12014605;ESC SANTO IZIDORO;Urbana;Estadual
12014788;ESC MODELO;Urbana;Privada
12014877;ESC PADRE CARLOS CASAVEQUIA;Rural;Estadual
12014915;ESC PROF MARIA AUXILIADORA CUNHA QUEIROZ;Rural;Estadual
12015008;ESC RAIMUNDO HERMINIO DE MELO II;Rural;Estadual
12015172;ESC TUFI ASMAR;Rural;Estadual
12007412;ESC ASSIS VASCONCELOS;Urbana;Estadual
12007625;ESC INSTITUTO SANTA JULIANA;Urbana;Estadual
12007757;ESC FONTENELE DE CASTRO;Urbana;Estadual
12008176;ESC LEONICE FERNANDES DE ALMEIDA BREGENCE;Rural;Municipal
12008303;ESC PORTO ALEGRE;Rural;Municipal
12008389;ESC RAIMUNDO MAGALHAES;Urbana;Estadual
12025836;ESC CHARLES SANTOS;Rural;Estadual
12025941;ESC JOSE JOAQUIM DE MATOS;Rural;Municipal
12032107;ESC LAURITA ALVES;Rural;Municipal
12005401;ESC 15 DE JUNHO II;Rural;Municipal
12005550;ESC INDIGENA IVA STTIHO;Rural;Estadual
12005681;ESC DELZUITE BARROSO BRAGA DE ARAUJO;Urbana;Estadual
12005770;ESC GOVERNADOR EDMUNDO PINTO DE A NETO;Urbana;Estadual
12005827;ESC INDIGENA ESTIRAO DO CAUCHO I;Rural;Estadual
12005860;ESC INSTITUTO SAO JOSE;Urbana;Estadual
12006114;ESC INDIGENA NOSSA SENHORA DE FATIMA;Rural;Estadual
12006173;ESC PLACIDO DE CASTRO;Urbana;Estadual
12006190;ESC TUPANIR GAUDENCIO DA COSTA;Urbana;Estadual
12006300;ESC ROSAURA MOURAO DA ROCHA;Urbana;Estadual
12006416;ESC INDIGENA SAO FRANCISCO II;Rural;Estadual
12006459;ESC INDIGENA SAO JOSE I;Rural;Estadual
12022365;ESC INDIGENA FRANCISCO LESSA;Rural;Estadual
12023264;ESC INDIGENA KEA HUNI KAXINAWA;Rural;Estadual
12023272;ESC INDIGENA MASPA KAXINAWA;Rural;Estadual
12023310;ESC INDIGENA IBA KAXINAWA;Rural;Estadual
12023345;ESC INDIGENA WIXY TAPIMATY PESHE TUI KURU;Rural;Estadual
12027707;ESC INDIGENA JOAO CARNEIRO;Rural;Estadual
12029114;ESC INDIGENA WIXY TAPIMATY PANA YAMANAWA;Rural;Estadual
12031461;ESC INDIGENA KATE YUCE;Rural;Estadual
12032140;ESC INDIGENA WIXI TAPIMATI PESHE MANA YAWANAWA;Rural;Estadual
12098221;ESC INDIGENA NIXIWAKA;Rural;Estadual
12017469;ESC ANTHERO SOARES BEZERRA;Urbana;Estadual
12017540;ESC DIVINA PROVIDENCIA;Urbana;Estadual
12018163;ESC SAO MIGUEL;Rural;Estadual
12014125;ESC UNIAO E PROGRESSO;Rural;Estadual
12015326;ESC CEL JOSE PLACIDO DE CASTRO;Urbana;Estadual
12015334;ESC EDMUNDO PINTO DE ALMEIDA NETO;Rural;Estadual
12015342;ESC JADER SARAIVA;Rural;Estadual
13012533;ESCOLA ESTADUAL PROF JOHANNES PETRUS;Urbana;Estadual
13012568;ESCOLA ESTADUAL PROF GILBERTO MESTRINHO;Urbana;Estadual
13012827;ESC SANTA LUZIA;Rural;Municipal
13012843;ESC INDIGENA NOSSA SENHORA AUXILIADORA;Rural;Municipal
13012851;ESC INDIGENA NOSSA SENHORA DE NAZARE;Rural;Municipal
13012932;ESC SAO JOAO;Rural;Municipal
13012967;ESCOLA SAO SEBASTIAO;Rural;Municipal
13012991;ESC INDIGENA SANTA ANA;Rural;Municipal
13066242;ESC NOSSA SENHORA DO ROSARIO;Rural;Municipal
13069950;ESCOLA MUNICIPAL ATANAZIA FRAZAO;Urbana;Municipal
13004298;ESC MUN DUQUE DE CAXIAS;Rural;Municipal
13004310;ESC MUN GUARANI;Rural;Municipal
13004425;ESC MUN INDIGENA SAO FRANCISCO;Rural;Municipal
13004549;ESC MUN SAO RAIMUNDO;Rural;Municipal
13083309;ESCOLA ESTADUAL AMATURA;Urbana;Estadual
13100076;ESC INDIGENA PADRE SANTO;Rural;Municipal
13102400;ESC MUN VITORIA SIMAO;Urbana;Municipal
13103431;ESC EST INDIGENA MANUEL JOAQUIM SALDANHA FILHO TCHAIAREECU;Rural;Estadual
13014293;ESCOLA ESTADUAL MARIA NOGUEIRA MARQUES;Rural;Estadual
13014307;ESCOLA ESTADUAL ALCINDA PINHEIRO COSTA;Urbana;Estadual
13014781;ESCOLA ESTADUAL DUQUE DE CAXIAS;Rural;Estadual
13089340;ESCOLA MUNICIPAL - IVAN JAQUES;Urbana;Municipal
13104705;ESCOLA MUNICIPAL GERALDO ROMAINO NUNES;Rural;Municipal
13014862;ESC BOM JARDIM;Rural;Municipal
13014994;ESC NOVA UNIAO;Rural;Municipal
13015109;ESC SAO JOAO;Rural;Municipal
13015273;ESCOLA ESTADUAL ALMERINDA NOGUEIRA UCHOA IZEL;Urbana;Estadual
13015311;ESC SEBASTIAO BARROSO;Rural;Municipal
13015320;ESC PROFESSORA HAIDE MIRANDA CAMARA;Urbana;Municipal
13062190;ESC BOM JESUS;Rural;Municipal
13070703;ESC PEDRO RIENZI DE MELLO ROSAS;Urbana;Municipal
13048368;ESCOLA MUNICIPAL PEDRO ALVARES CABRAL;Rural;Municipal
13054996;ESCOLA MUNICIPAL VILMA LEMOS;Rural;Municipal
13059203;ESCOLA ESTADUAL PROFª MARIA CURTARELLI LIRA;Urbana;Estadual
13083112;CENTRO EDUCACIONAL PADRE FALIERO;Urbana;Municipal
13004956;ESCOLA ESTADUAL MARECHAL CASTELLO BRANCO;Rural;Estadual
13004964;ESCOLA ESTADUAL PIO VEIGA;Urbana;Estadual
13004972;ESCOLA ESTADUAL TENENTE RUFINO;Rural;Estadual
13307410;CENTRO DE EDUCACAO INDIGENA ATALAIA DO NORTE;Rural;Estadual
13019007;ESCOLA ESTADUAL RAYMUNDO SA;Urbana;Estadual
13019082;ESC MUNICIPAL INDIGENA NOVO HORIZONTE;Rural;Municipal
13019104;ESC MUNICIPAL RAIMUNDA CALDAS;Rural;Municipal
13019163;ESC MUNICIPAL SAO JUDAS TADEU;Rural;Municipal
13019252;ESC MUNICIPAL SANTO ANTONIO;Rural;Municipal
13019562;ESC MUNICIPAL PEDRO GASPAR;Rural;Municipal
13019597;ESC MUNICIPAL ELIEZER CORREA LIMA;Rural;Municipal
13019627;ESC MUNICIPAL INDIGENA PROFESSOR HAMILTON CARDOSO BATISTA;Rural;Municipal
13019635;ESC MUNICIPAL BELA VISTA;Rural;Municipal
13019813;ESC MUNICIPAL INDIGENA DR JACOBINA;Rural;Municipal
13019848;ESC MUNICIPAL JOSE THOME;Rural;Municipal
13019864;ESC MUNICIPAL INDIGENA MANOEL MIRANDA;Rural;Municipal
13019899;ESC MUNICIPAL ROSALINA ALMEIDA PINHEIRO;Rural;Municipal
13019961;ESC MUNICIPAL RUY ALCANTARA DE ALBUQUERQUE;Rural;Municipal
13019996;ESC MUNICIPAL SAO FRANCISCO;Rural;Municipal
13059548;EE MARIA EMILIA MARTINS MESTRINHO DE MEDEIROS RAPOSO;Urbana;Estadual
13066927;ESC MUNICIPAL INDIGENA CORONEL RONDON;Rural;Municipal
13067222;ESC MUNICIPAL BOM JESUS;Rural;Municipal
13070266;ESC MUNICIPAL ALVINA CAVALCANTE TUPINAMBA;Rural;Municipal
13100033;ESC MUNICIPAL ZIMA LIRA CABRAL II;Rural;Municipal
13000136;ESCOLA ESTADUAL PE JOAO BADALOTTI;Urbana;Estadual
13000403;ESCOLA ESTADUAL ANGELINA PALHETA MENDES;Urbana;Estadual
13000411;ESCOLA ESTADUAL SAO FRANCISCO DE SALES;Urbana;Estadual
13220276;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE BARCELO;Rural;Estadual
13038087;ESC CAMPOS MOREIRA;Rural;Municipal
13038230;ESC INDIGENA NOSSA SENHORA APARECIDA;Rural;Municipal
13038532;MARIA DO SOCORRO ANDRADE MOURA;Rural;Municipal
13038630;ESC SANTA TEREZA - ANDIRA;Rural;Municipal
13038680;ESCOLA ESTADUAL JULIO CESAR DA COSTA;Rural;Estadual
13038699;ESCOLA ESTADUAL PADRE SEIXAS;Urbana;Estadual
13038702;ESCOLA ESTADUAL PROF OCTAVIANO CARDOSO;Rural;Estadual
13038737;ESC CRISTO REDENTOR;Rural;Municipal
13038761;ESC ASTROGILDA ALVES BELEM;Rural;Municipal
13038770;ESC PEDRO PEDROSA DE CARVALHO;Rural;Municipal
13038834;ESCOLA ESTADUAL NILO PEREIRA;Rural;Estadual
13038885;ESC NOSSA SENHORA DO LIVRAMENTO;Rural;Municipal
13038915;ESC SANTA MARIA-LAGO PRETO;Rural;Municipal
13038923;ESCOLA ESTADUAL JACY DUTRA;Rural;Estadual
13055259;ESC HILMA DUTRA;Urbana;Municipal
13059416;ESCOLA ESTADUAL ANTONIO BELCHIOR CABRAL;Rural;Estadual
13098896;ESC MUN JOSIMAR COELHO DA SILVA;Rural;Municipal
13105922;ESC NUN INDIGENA SAO PEDRO;Rural;Municipal
13241230;CENTRO DE EDUCACAO INDIGENA - BARREIRINHA;Rural;Estadual
13005022;ESC CAP AVELINO NOGUEIRA;Rural;Municipal
13005073;ESC INDIGENA DOM PEDRO II;Rural;Municipal
13005103;ESC GUANABARA II;Rural;Municipal
13005138;ESC INDIGENA MARECHAL RONDON;Rural;Municipal
13005146;ESC MONTE SINAI;Rural;Municipal
13005162;ESC INDIGENA EBENEZER;Rural;Municipal
13005189;ESC INDIGENA PEDRO ALVARES CABRAL;Rural;Municipal
13005197;ESC INDIGENA PORTO CORDEIRINHO;Rural;Municipal
13005200;ESC PROFESSORA SOFIA BARBOSA;Urbana;Municipal
13005219;ESC INDIGENA SAO PAULO APOSTOLO;Rural;Municipal
13005294;ESCOLA MUNICIPAL OLAVO BILAC;Urbana;Municipal
13005308;ESC INDIGENA OSORIO DUQUE ESTRADA;Rural;Municipal
13005316;ESC INDIGENA PEDRO ALVES;Rural;Municipal
13005332;ESC INDIGENA PORTO CRUZEIRINHO;Rural;Municipal
13005367;ESC INDIGENA SANTOS DUMONT;Rural;Municipal
13005375;ESC SAO JOSE;Rural;Municipal
13005383;ESC INDIGENA SAO LEOPOLDO;Rural;Municipal
13005448;ESC NOVA ALIANCA;Rural;Municipal
13005537;ESC BOM PASTOR II;Rural;Municipal
13005545;ESCOLA ESTADUAL CORONEL RAYMUNDO CUNHA;Urbana;Estadual
13005561;ESCOLA MUNICIPAL PROFESSORA GRAZIELA CORREA DE OLIVEIRA;Urbana;Municipal
13076523;ESC VEREADOR PEDRO SILVA;Rural;Municipal
13093185;ESC EST INDIGENA CACIQUE MANUEL FLORENTINO MECURACU;Rural;Estadual
13103652;ESC MUNICIPAL NOVA PAULINA;Rural;Municipal
13132253;ESCOLA MUNICIPAL COSME JEAN;Urbana;Municipal
13132415;ESC INDIGENA SAO LEOPOLDO II;Rural;Municipal
